iter,total_num_steps,fps,entropy,value_loss,action_loss,mean_rew,median_rew,min_rew,max_rew
49,2450000,592,2.5659984201192856,2.0871964511771997,-0.0058385303495697375,875.8527200000001,875.8527200000001,868.578696,883.126744
50,2500000,592,2.5659984201192856,2.0876050581845145,-0.004685295661571823,879.6110495,879.6110495,865.525985,893.696114
51,2550000,592,2.5659984201192856,2.6806179051287473,-0.003760332526341396,502.83873200000005,502.83873200000005,347.262444,658.41502
52,2600000,592,2.5659984201192856,2.993721075945844,-0.0070916522612530265,846.539715,846.539715,807.436042,885.643388
53,2650000,592,2.5659984201192856,6.559415354703863,-0.0073632809693359984,873.38993,873.38993,846.8964,899.88346
54,2700000,592,2.5659984201192856,6.509481044548253,-0.011840697239267683,436.71637,436.71637,280.148812,593.283928
55,2750000,592,2.5659984201192856,3.3411579901973405,-0.005235286604518782,890.3541565,890.3541565,867.092618,913.615695
56,2800000,592,2.5659984201192856,2.4308902292822796,-0.00634097160004643,717.1904775,717.1904775,514.370553,920.010402
57,2850000,592,2.5659984201192856,2.0515210054504376,-0.005928978638500363,890.511198,890.511198,861.10288,919.919516
58,2900000,592,2.5659984201192856,2.580934786920746,-0.0018353933071618182,905.5808790000001,905.5808790000001,874.486663,936.675095
59,2950000,592,2.5659984201192856,5.460790303659936,-0.005443668066527607,701.596335,701.596335,481.380099,921.812571
60,3000000,592,2.5659984201192856,6.422261965150635,-0.007598087818602532,542.1806645,542.1806645,148.297246,936.064083
61,3050000,592,2.5659984201192856,2.1271370237693192,-0.004631657921222162,531.81715,531.81715,92.381942,971.252358
62,3100000,592,2.5659984201192856,2.412603397294879,-0.0036033835886883025,969.2404845000001,969.2404845000001,964.70914,973.771829
63,3150000,592,2.5659984201192856,3.624567496155699,-0.007242725735469927,983.7242625,983.7242625,974.766325,992.6822
64,3200000,592,2.5659984201192856,1.2812760102252165,-0.0003597337113812197,969.05512,969.05512,956.796947,981.313293
65,3250000,592,2.5659984201192856,4.950499352067709,-0.007407880047988632,990.34996,990.34996,987.892964,992.806956
66,3300000,592,2.5659984201192856,3.2586598793665567,-0.005305334939449343,729.822828,729.822828,445.368042,1014.277614
67,3350000,592,2.5659984201192856,3.1060839749872686,-0.0010899857376140667,1027.081308,1027.081308,1018.556097,1035.606519
68,3400000,592,2.5659984201192856,7.5931954476982355,-0.0091879156540017,902.721718,902.721718,768.3151,1037.128336
69,3450000,592,2.5659984201192856,5.570986565575003,-0.008885489983291943,803.475768,803.475768,632.424113,974.527423
70,3500000,592,2.5659984201192856,8.246216582879423,-0.0069620546736265014,1050.9606025,1050.9606025,1046.436598,1055.484607
71,3550000,592,2.5659984201192856,4.824600525945425,-0.004471582304919745,573.5015135,573.5015135,87.385756,1059.617271
72,3600000,592,2.5659984201192856,7.376288790255785,-0.009905103123477943,1098.2651314999998,1098.2651314999998,1077.104911,1119.425352
73,3650000,592,2.5659984201192856,7.198135599369804,-0.010871305564561833,1119.060062,1119.060062,1118.283935,1119.836189
74,3700000,591,2.5659984201192856,5.121467738226056,-0.006839141916861991,457.0511675,457.0511675,347.176726,566.925609
75,3750000,591,2.5659984201192856,10.030338048934937,-0.008678671192546972,215.186146,215.186146,169.913986,260.458306
76,3800000,591,2.5659984201192856,8.493546036009986,-0.00782994007125429,1143.9543085,1143.9543085,1142.626724,1145.281893
77,3850000,591,2.5659984201192856,5.820872743676106,-0.005340706755572692,1138.840522,1138.840522,1125.713728,1151.967316
78,3900000,590,2.5659984201192856,2.29161425717175,0.00017358386784091333,1169.328521,1169.328521,1137.06996,1201.587082
79,3950000,590,2.5659984201192856,5.407155834014217,-0.00883340087009401,1169.126111,1169.126111,1159.540456,1178.711766
80,4000000,590,2.5659984201192856,4.645748948430022,-0.009896348111256732,1172.585695,1172.585695,1155.664891,1189.506499
81,4050000,590,2.5659984201192856,3.9544555342445773,-0.0057278373438142205,1224.1387405,1224.1387405,1211.522644,1236.754837
82,4100000,589,2.5659984201192856,4.038218194618821,-0.006510540898208698,1202.762455,1202.762455,1195.308862,1210.216048
83,4150000,589,2.5659984201192856,4.517380732918779,-0.009784066286391635,1211.340453,1211.340453,1174.92508,1247.755826
84,4200000,589,2.5659984201192856,6.645509835456808,-0.006975998452196564,1239.260451,1239.260451,1233.967503,1244.553399
85,4250000,588,2.5659984201192856,4.207172875851393,-0.0027631299337069017,1253.7489209999999,1253.7489209999999,1240.815853,1266.681989
86,4300000,588,2.5659984201192856,10.58518197759986,-0.006693323897782951,1283.8958175,1283.8958175,1281.086596,1286.705039
87,4350000,588,2.5659984201192856,6.718620564912756,-0.002387408786478318,1271.3382984999998,1271.3382984999998,1260.864363,1281.812234
88,4400000,588,2.5659984201192856,10.659650744497776,-0.005803664576460222,1282.192497,1282.192497,1272.736612,1291.648382
89,4450000,587,2.5659984201192856,17.888876017183065,-0.00758139527762296,764.4828035,764.4828035,756.647521,772.318086
90,4500000,587,2.5659984201192856,9.106158535803358,-0.0035832512727210996,1319.2684165,1319.2684165,1318.707056,1319.829777
91,4550000,587,2.5659984201192856,13.380923330287139,-0.007593820651641181,1333.1284930000002,1333.1284930000002,1328.279469,1337.977517
92,4600000,587,2.5659984201192856,11.500025114417076,-0.004173960757513365,1333.9338,1333.9338,1320.433907,1347.433693
93,4650000,586,2.5659984201192856,15.934291786203781,-0.00951911729748834,1333.3979574999998,1333.3979574999998,1327.34701,1339.448905
94,4700000,586,2.5659984201192856,12.486473757773638,-0.006073529023766847,1364.8401574999998,1364.8401574999998,1363.479103,1366.201212
95,4750000,586,2.5659984201192856,11.539963058382273,-0.003948124089500501,1380.5252150000001,1380.5252150000001,1378.604186,1382.446244
96,4800000,586,2.5659984201192856,4.59444288139542,-0.0054442604559483245,1355.550758,1355.550758,1336.898644,1374.202872
97,4850000,586,2.5659984201192856,12.209185278043151,-0.0035282608922292034,1262.567912,1262.567912,1150.905396,1374.230428
98,4900000,586,2.5659984201192856,8.716498866677284,-0.0067182328024500745,1380.2095749999999,1380.2095749999999,1363.500717,1396.918433
99,4950000,586,2.5659984201192856,7.662447076415022,0.005376246751196353,1391.8926055000002,1391.8926055000002,1388.919331,1394.86588
100,5000000,587,2.5659984201192856,22.367279577751955,-0.007009243141449891,1120.8475445,1120.8475445,870.225282,1371.469807
101,5050000,587,2.5659984201192856,11.272168471415837,-0.005997426232234678,1395.2489325,1395.2489325,1390.639442,1399.858423
102,5100000,587,2.5659984201192856,32.0443759235243,-0.00883792926724709,1104.186567,1104.186567,781.188748,1427.184386
103,5150000,587,2.5659984201192856,10.707567233840624,-0.0012944314445045772,1419.7989295,1419.7989295,1391.264883,1448.332976
104,5200000,587,2.5659984201192856,7.333521735171477,-0.004888528583129907,1411.9086365,1411.9086365,1388.26666,1435.550613
105,5250000,587,2.5659984201192856,8.183607516686122,-0.004099311016155601,1435.392637,1435.392637,1424.336787,1446.448487
106,5300000,588,2.5659984201192856,21.43306138763825,-0.00805095014714728,1289.0961200000002,1289.0961200000002,1127.59241,1450.59983
107,5350000,588,2.5659984201192856,12.1848124794662,-0.006890701519811652,1453.9937169999998,1453.9937169999998,1436.209071,1471.778363
108,5400000,588,2.5659984201192856,15.568578905612231,-0.006763102093858228,1470.4162845,1470.4162845,1468.468953,1472.363616
109,5450000,588,2.5659984201192856,26.897773071626823,-0.008852673147608988,1055.4907585,1055.4907585,615.014374,1495.967143
110,5500000,588,2.5659984201192856,25.30828481291731,-0.0075232701078978914,1472.856926,1472.856926,1467.973887,1477.739965
111,5550000,588,2.5659984201192856,14.256042020519574,-0.004289844333672358,1072.1617660000002,1072.1617660000002,669.362331,1474.961201
112,5600000,588,2.5659984201192856,7.105857040733099,-0.005628876705850416,744.399451,744.399451,465.578674,1023.220228
113,5650000,589,2.5659984201192856,6.601100202774008,-0.0040246099068175075,1474.016116,1474.016116,1453.004388,1495.027844
114,5700000,589,2.5659984201192856,5.753034677170217,-0.006715464624463152,1485.1260714999999,1485.1260714999999,1470.808027,1499.444116
115,5750000,589,2.5659984201192856,10.798220107580224,-0.007425499826088829,1495.2431904999999,1495.2431904999999,1491.759306,1498.727075
116,5800000,589,2.5659984201192856,7.7934367202222345,-0.0049354423661649586,1489.3257975000001,1489.3257975000001,1453.652119,1524.999476
117,5850000,589,2.5659984201192856,23.455943619832397,-0.008623813378720039,1479.4375885,1479.4375885,1456.088301,1502.786876
118,5900000,589,2.5659984201192856,23.471842844411732,-0.005950745195483857,1273.199921,1273.199921,1012.117864,1534.281978
119,5950000,589,2.5659984201192856,25.613246887922287,-0.005431827631764463,1520.908792,1520.908792,1511.7609,1530.056684
120,6000000,589,2.5659984201192856,8.299480507274469,0.000494750373354691,1435.736658,1435.736658,1336.119564,1535.353752
121,6050000,589,2.5659984201192856,26.731635900586845,-0.005723363445088126,1258.148084,1258.148084,987.729883,1528.566285
122,6100000,589,2.5659984201192856,21.03494887277484,-0.002577575795900581,1516.1828825,1516.1828825,1501.782494,1530.583271
123,6150000,590,2.5659984201192856,25.10909138073524,-0.008824089595087988,1535.3901369999999,1535.3901369999999,1528.636062,1542.144212
124,6200000,590,2.5659984201192856,14.88208431340754,-0.004733946849895195,1553.3877205,1553.3877205,1549.451858,1557.323583
125,6250000,590,2.5659984201192856,19.453369630873205,-0.004092311475278621,894.482141,894.482141,229.592224,1559.372058
126,6300000,590,2.5659984201192856,1.23971804069976,-0.0030690275162138883,1540.7677735,1540.7677735,1538.969919,1542.565628
127,6350000,589,2.5659984201192856,11.59081817381084,-0.00825195714386003,1531.3648134999999,1531.3648134999999,1510.737073,1551.992554
128,6400000,589,2.5659984201192856,18.331123084326585,-0.0061355342591279316,942.4936270000001,942.4936270000001,385.853379,1499.133875
129,6450000,589,2.5659984201192856,5.030099468554059,-0.001341438470808498,1527.764599,1527.764599,1520.23415,1535.295048
130,6500000,589,2.5659984201192856,24.34881583303213,-0.00631867497317368,1561.9713415,1561.9713415,1550.928962,1573.013721
131,6550000,589,2.5659984201192856,4.901465874910355,-0.005404677074458656,1565.4406060000001,1565.4406060000001,1558.77066,1572.110552
132,6600000,589,2.5659984201192856,11.84309372541805,-0.0063958716949893335,1571.2581575,1571.2581575,1562.467397,1580.048918
133,6650000,589,2.5659984201192856,22.21061526412765,-0.004639329693081133,1581.059772,1581.059772,1562.471746,1599.647798
134,6700000,589,2.5659984201192856,13.267525360298654,-0.004667463266857416,1108.1129495,1108.1129495,613.379533,1602.846366
135,6750000,589,2.5659984201192856,10.40997828443845,-0.005285329813311061,1568.3200605000002,1568.3200605000002,1564.560085,1572.080036
136,6800000,589,2.5659984201192856,11.992070494343837,-0.003191423965351229,1573.0570235,1573.0570235,1566.2413,1579.872747
137,6850000,589,2.5659984201192856,14.746001740545035,-0.0029948595615332846,1105.6613575000001,1105.6613575000001,622.500871,1588.821844
138,6900000,589,2.5659984201192856,8.115457663188378,-0.004639271892112144,1583.7124345,1583.7124345,1574.356405,1593.068464
139,6950000,589,2.5659984201192856,9.311421880498528,-0.004778037453828195,1589.203528,1589.203528,1587.435147,1590.971909
140,7000000,589,2.5659984201192856,10.744282773261268,-0.002126414018276061,1607.1869434999999,1607.1869434999999,1599.400151,1614.973736
141,7050000,589,2.5659984201192856,12.3436094135046,-0.006428166200214492,1599.901793,1599.901793,1597.498476,1602.30511
142,7100000,589,2.5659984201192856,23.277198723951976,-0.0077800166881407526,1543.776873,1543.776873,1471.336962,1616.216784
143,7150000,589,2.5659984201192856,14.918999515722195,-0.004929809405969839,1601.4099270000002,1601.4099270000002,1601.104604,1601.71525
144,7200000,589,2.5659984201192856,13.470183118432761,0.009040592899934079,1608.8366245,1608.8366245,1603.936226,1613.737023
145,7250000,589,2.5659984201192856,21.249746124073862,-0.005436543952873763,901.6435200000001,901.6435200000001,213.972692,1589.314348
146,7300000,589,2.5659984201192856,18.254207601149876,-0.005594813504095934,1603.356956,1603.356956,1596.22952,1610.484392
147,7350000,589,2.5659984201192856,14.62789100718995,-0.00262451543875765,876.1520710000001,876.1520710000001,146.473404,1605.830738
148,7400000,588,2.5659984201192856,15.534871386239926,-0.006257357783601947,1602.1690115000001,1602.1690115000001,1597.706193,1606.63183
149,7450000,588,2.5659984201192856,24.61115025964876,-0.006804971880804563,1226.0280885,1226.0280885,838.936304,1613.119873
150,7500000,588,2.5659984201192856,7.681741005554795,-0.001706619179246142,1614.7059570000001,1614.7059570000001,1601.818469,1627.593445
151,7550000,588,2.5659984201192856,7.943767176816861,-0.005417213214802056,1597.9953445,1597.9953445,1595.61972,1600.370969
152,7600000,588,2.5659984201192856,4.902882682345807,-0.004065549210175353,1595.314457,1595.314457,1591.325088,1599.303826
153,7650000,588,2.5659984201192856,4.802026587227981,-0.006996238526115425,1613.2017645,1613.2017645,1611.137795,1615.265734
154,7700000,588,2.5659984201192856,10.31646692181627,-0.006522659058252126,1615.4501195,1615.4501195,1589.731316,1641.168923
155,7750000,588,2.5659984201192856,19.710446064546705,-0.0067168435918271525,1269.5907805000002,1269.5907805000002,909.420302,1629.761259
156,7800000,588,2.5659984201192856,13.23150710562865,-0.006107564029173318,1628.580848,1628.580848,1625.320943,1631.840753
157,7850000,588,2.5659984201192856,9.697118037318189,-0.0023564179721025386,1644.3862224999998,1644.3862224999998,1634.103109,1654.669336
158,7900000,588,2.5659984201192856,17.767764956255753,-0.0032577825800823726,1617.5800075,1617.5800075,1605.185231,1629.974784
159,7950000,588,2.5659984201192856,16.930876662457983,-0.004801466069541978,1647.6751024999999,1647.6751024999999,1646.946186,1648.404019
160,8000000,588,2.5659984201192856,12.183446557447315,-0.006400221371518455,1649.3279475,1649.3279475,1643.349385,1655.30651
161,8050000,588,2.5659984201192856,12.456015600264072,-0.006101067584404518,1369.3453690000001,1369.3453690000001,1237.858568,1500.83217
162,8100000,587,2.5659984201192856,32.29136315112313,-0.006028962624956572,1644.7656225,1644.7656225,1642.977578,1646.553667
163,8150000,587,2.5659984201192856,18.759444496532282,-0.004058445756618312,1655.1181375,1655.1181375,1638.360416,1671.875859
164,8200000,587,2.5659984201192856,10.024588437378407,-0.006946354930823873,1640.317199,1640.317199,1628.000436,1652.633962
165,8250000,587,2.5659984201192856,15.624771623996397,-0.005944705358437356,926.4970235000001,926.4970235000001,218.215415,1634.778632
166,8300000,587,2.5659984201192856,16.643669908183316,-0.005504425051519017,1637.1080265,1637.1080265,1629.049937,1645.166116
167,8350000,587,2.5659984201192856,18.504277880117296,-0.0059514729767215615,1645.0090500000001,1645.0090500000001,1630.512187,1659.505913
168,8400000,587,2.5659984201192856,23.466071313992142,-0.005963953264036566,1645.0267975,1645.0267975,1638.502953,1651.550642
169,8450000,586,2.5659984201192856,21.02628865223378,-0.006928503553399423,1655.686028,1655.686028,1651.072345,1660.299711
170,8500000,586,2.5659984201192856,25.918744925037025,-0.0068090497903085636,1654.651218,1654.651218,1645.051185,1664.251251
171,8550000,586,2.5659984201192856,14.691509671136737,-0.003695558103906175,1027.295012,1027.295012,402.949777,1651.640247
172,8600000,586,2.5659984201192856,12.449231371469796,-0.0037139558848101237,1648.270629,1648.270629,1643.990136,1652.551122
173,8650000,586,2.5659984201192856,14.424924478059014,-0.005209757318440703,1657.169641,1657.169641,1629.002765,1685.336517
174,8700000,586,2.5659984201192856,4.306078369605045,-0.005864509353682479,1650.5137894999998,1650.5137894999998,1639.280746,1661.746833
175,8750000,586,2.5659984201192856,19.43971924558282,-0.005450866936128781,1380.3623305,1380.3623305,1098.225914,1662.498747
176,8800000,585,2.5659984201192856,22.21636125805477,-0.007407921020148933,1679.9628389999998,1679.9628389999998,1676.489725,1683.435953
177,8850000,585,2.5659984201192856,17.949688305457432,-0.005824559902460654,1675.5233105,1675.5233105,1667.226575,1683.820046
178,8900000,585,2.5659984201192856,6.805463009824355,-0.005683631816979565,1661.018795,1661.018795,1656.537503,1665.500087
179,8950000,585,2.5659984201192856,11.551022447583575,-0.0018858556673573426,1687.921921,1687.921921,1675.438415,1700.405427
180,9000000,585,2.5659984201192856,9.415434899739921,-0.004688613083038718,1675.4363524999999,1675.4363524999999,1675.117892,1675.754813
181,9050000,585,2.5659984201192856,14.006919129937888,-0.007702841215101823,1678.4647415,1678.4647415,1659.329012,1697.600471
182,9100000,585,2.5659984201192856,12.936306919157506,-0.005971778922260759,1691.485469,1691.485469,1675.862296,1707.108642
183,9150000,585,2.5659984201192856,8.033178736828267,-0.003060859255242576,1686.840916,1686.840916,1678.279619,1695.402213
184,9200000,584,2.5659984201192856,14.292942617771526,-0.006930727376000808,1687.7750350000001,1687.7750350000001,1676.559296,1698.990774
185,9250000,584,2.5659984201192856,6.5425481480856735,-0.006550258325230137,1693.3327785000001,1693.3327785000001,1680.806174,1705.859383
186,9300000,584,2.5659984201192856,6.597158758156001,-0.0033541933413592535,1701.578684,1701.578684,1699.411342,1703.746026
187,9350000,584,2.5659984201192856,8.878680492502948,-0.005256985629239352,1711.0278954999999,1711.0278954999999,1705.197818,1716.857973
188,9400000,584,2.5659984201192856,8.847843025997282,-0.006662814110435041,1699.3945505000002,1699.3945505000002,1678.337093,1720.452008
189,9450000,584,2.5659984201192856,11.009366058434049,-0.005887103203764355,1697.3220875,1697.3220875,1694.547411,1700.096764
190,9500000,584,2.5659984201192856,10.677215808443725,-0.0027739193693226603,1720.021692,1720.021692,1705.198579,1734.844805
191,9550000,584,2.5659984201192856,13.274782778881491,-0.006176372651369396,1743.1340785,1743.1340785,1732.446256,1753.821901
192,9600000,583,2.5659984201192856,13.012865212311347,-0.004894535595713023,1725.5354619999998,1725.5354619999998,1713.386695,1737.684229
193,9650000,583,2.5659984201192856,20.327460499852897,-0.006059844865266465,1745.6653084999998,1745.6653084999998,1741.147315,1750.183302
194,9700000,583,2.5659984201192856,13.522458821783463,-0.005877235579661525,1741.047009,1741.047009,1730.843355,1751.250663
195,9750000,583,2.5659984201192856,24.293473427618544,-0.005714390104684952,947.6812894999999,947.6812894999999,145.723892,1749.638687
196,9800000,583,2.5659984201192856,15.4845720100527,-0.007329526613727921,1163.5116545,1163.5116545,545.610522,1781.412787
197,9850000,583,2.5659984201192856,12.287871740634243,-0.006090222961908391,1767.647202,1767.647202,1766.696751,1768.597653
198,9900000,583,2.5659984201192856,30.992718910674252,-0.006896284688355081,1772.5135315,1772.5135315,1762.723172,1782.303891
199,9950000,583,2.5659984201192856,17.613325085366764,-0.0066066661962092136,1758.8920315,1758.8920315,1739.559107,1778.224956
200,10000000,583,2.5659984201192856,14.806763308495283,-0.0074789510653791545,1757.56319,1757.56319,1747.844272,1767.282108
201,10050000,583,2.5659984201192856,29.958040359367928,-0.0071240673916387704,1023.131697,1023.131697,272.004048,1774.259346
202,10100000,583,2.5659984201192856,26.680015478407345,-0.005572810568833564,1765.0829640000002,1765.0829640000002,1764.872421,1765.293507
203,10150000,583,2.5659984201192856,25.009111740998925,-0.004347773691551993,1790.9718025000002,1790.9718025000002,1789.70269,1792.240915
204,10200000,583,2.5659984201192856,23.449321069320042,-0.004317514903194327,1697.9155225,1697.9155225,1635.714421,1760.116624
205,10250000,583,2.5659984201192856,20.66040536866834,-0.004781348290437867,1772.97003,1772.97003,1768.965428,1776.974632
206,10300000,583,2.5659984201192856,19.2530548973009,-0.005826850722117646,1779.5716324999999,1779.5716324999999,1775.22085,1783.922415
207,10350000,583,2.5659984201192856,13.643922934743266,-0.004616376480544204,1787.3677565,1787.3677565,1784.743645,1789.991868
208,10400000,583,2.5659984201192856,12.833087267105778,-0.004737570417872424,1779.9493555,1779.9493555,1775.744791,1784.15392
209,10450000,583,2.5659984201192856,21.08467680302759,-0.00688891355157466,1787.2027524999999,1787.2027524999999,1781.607528,1792.797977
210,10500000,583,2.5659984201192856,13.470469933624068,-0.006943755345933293,1777.9870365000002,1777.9870365000002,1770.146602,1785.827471
211,10550000,583,2.5659984201192856,14.72669085090359,-0.006618458154601588,1795.987287,1795.987287,1773.43481,1818.539764
212,10600000,583,2.5659984201192856,32.06337579687436,-0.004538458084789454,1819.0002665,1819.0002665,1806.897978,1831.102555
213,10650000,582,2.5659984201192856,22.562590696911016,-0.00745976988557023,954.619012,954.619012,94.686639,1814.551385
214,10700000,582,2.5659984201192856,19.80997410416603,-0.0046856409671666675,1178.530548,1178.530548,547.083983,1809.977113
215,10750000,582,2.5659984201192856,6.910841903897623,-0.005318032754583631,1815.084703,1815.084703,1811.027112,1819.142294
216,10800000,582,2.5659984201192856,28.408791280537844,-0.007517315084896836,1840.8507089999998,1840.8507089999998,1825.680132,1856.021286
217,10850000,582,2.5659984201192856,18.57825021656851,-0.006919679718218201,1823.0467495,1823.0467495,1821.661396,1824.432103
218,10900000,582,2.5659984201192856,6.598355595146616,-0.006892354029287162,949.3251105,949.3251105,105.662246,1792.987975
219,10950000,582,2.5659984201192856,12.233279066284497,-0.006836057707190927,1844.4882745,1844.4882745,1840.43772,1848.538829
220,11000000,582,2.5659984201192856,7.071773448338111,-0.006016963196225333,1507.327649,1507.327649,1214.306964,1800.348334
221,11050000,582,2.5659984201192856,9.16401159974436,-0.0076700091462043925,1859.626266,1859.626266,1857.423933,1861.828599
222,11100000,582,2.5659984201192856,33.85510279685259,-0.006259273190444977,1839.3949905,1839.3949905,1836.661737,1842.128244
223,11150000,582,2.5659984201192856,29.883522207041583,-0.006741927525642192,1753.7492905,1753.7492905,1614.822366,1892.676215
224,11200000,581,2.5659984201192856,16.663364052958787,-0.006456744832636711,1052.9042570000001,1052.9042570000001,218.393687,1887.414827
225,11250000,581,2.5659984201192856,12.32254925550272,-0.004431958040351703,1879.9923155000001,1879.9923155000001,1871.836969,1888.147662
226,11300000,581,2.5659984201192856,12.295936304330827,-0.003889502541372991,1883.2730255000001,1883.2730255000001,1868.642136,1897.903915
227,11350000,581,2.5659984201192856,13.657332093268632,-0.0067657522538714454,1438.548613,1438.548613,981.669357,1895.427869
228,11400000,581,2.5659984201192856,13.570463854074479,-0.004970217778979228,1899.353935,1899.353935,1895.164724,1903.543146
229,11450000,581,2.5659984201192856,12.249311048537493,-0.006541790523632092,1880.7921235,1880.7921235,1880.603501,1880.980746
230,11500000,581,2.5659984201192856,22.260457730914155,-0.005684077876867377,1731.048436,1731.048436,1566.189698,1895.907174
231,11550000,581,2.5659984201192856,13.431055434793233,-0.003979156391991031,1888.7367135,1888.7367135,1873.065304,1904.408123
