# {"t_start": 1589491546.937933, "env_id": "Walker2DBulletEnv-v0"} 
r,l,t
245.158421,207,6900.158773
1238.990756,1000,6903.411398
1201.072916,1000,6906.610303
1261.787262,1000,6909.751354
1189.343746,1000,6912.94326
1253.500998,1000,6916.118862
1240.965199,1000,6919.355783
220.186371,180,6919.946856
1185.942951,1000,6923.185515
1236.937211,1000,6926.382318
1207.783799,1000,6929.578959
1202.379805,1000,6932.744307
1221.781428,1000,6935.922501
1229.225506,1000,6939.12598
1247.591883,1000,6942.334425
1195.308862,1000,6945.509483
1258.124822,1000,6956.901078
1202.724914,1000,6960.133254
1242.675584,1000,6963.339199
1189.957359,1000,6966.540324
1217.096603,1000,6969.708333
1252.014268,1000,6972.905088
1219.385494,1000,6976.153521
1250.746092,1000,6979.387245
1154.430765,931,6982.399747
1237.86369,1000,6985.598258
1212.076904,1000,6988.808453
1227.378151,1000,6992.045035
685.340488,608,6993.977023
1196.655404,1000,6997.164877
636.180258,538,6998.860757
1263.789027,1000,7002.025685
1248.83809,1000,7005.175014
1235.335977,1000,7008.366217
1228.353883,1000,7011.558181
1167.412906,1000,7014.748208
1236.239312,1000,7017.910487
550.354545,475,7019.4277
1229.951782,1000,7022.693142
1203.616055,1000,7025.90289
1243.413185,1000,7029.076767
1174.92508,1000,7032.270334
1189.019626,1000,7043.512594
27.597171,75,7043.749318
1259.524074,1000,7046.908571
1223.016939,1000,7050.107334
1232.766584,1000,7053.316648
1230.663986,1000,7056.560247
1272.604556,1000,7059.782037
1223.026566,1000,7062.990645
1243.882116,1000,7066.219937
1207.672909,1000,7069.408319
1239.241736,1000,7072.652171
1236.89173,1000,7075.816331
1238.533138,1000,7078.998151
143.554149,123,7079.401858
1228.026768,1000,7082.622073
1261.38591,1000,7085.940286
1230.582719,1000,7089.20923
503.744283,418,7090.606808
1248.576148,1000,7093.901299
1184.339577,1000,7097.057594
1265.719219,1000,7100.257048
1231.542912,1000,7103.456485
1244.544051,1000,7106.588308
34.38229,43,7106.7276
1266.766935,1000,7109.906097
567.007742,446,7111.320227
1227.857036,1000,7114.510109
1265.372488,1000,7117.711676
174.868451,149,7118.210103
293.532945,231,7118.965931
1233.967503,1000,7122.22986
1220.505933,1000,7133.572626
405.532101,318,7134.57184
1202.845782,1000,7137.791585
1245.483915,1000,7140.984421
1237.32576,1000,7144.223253
1236.87139,1000,7147.426404
1223.146735,1000,7150.581821
1209.403625,1000,7153.759311
1199.25688,1000,7156.975194
1268.686053,1000,7160.22616
1266.250284,1000,7163.396099
1240.393541,1000,7166.540444
1257.816193,1000,7169.711715
1258.951343,1000,7172.859728
1262.778165,1000,7176.019226
1253.492399,1000,7179.192515
1253.811011,1000,7182.345243
1243.505097,1000,7185.491855
1256.191211,1000,7188.636611
1242.317898,1000,7191.818772
1223.610502,1000,7194.980228
1231.20048,1000,7198.131207
1250.347971,1000,7201.281506
1114.107143,882,7204.067353
272.21142,239,7204.811373
1266.681989,1000,7208.022504
1251.750661,1000,7219.350643
1273.966876,1000,7222.553543
1263.108668,1000,7225.663367
1237.534958,1000,7228.749177
520.099428,432,7230.083717
1275.443303,1000,7233.218473
786.074678,608,7235.157786
1280.591722,1000,7238.32657
1252.833982,1000,7241.51047
479.842329,370,7242.678339
1266.768873,1000,7245.810867
1287.891846,1000,7248.929198
1279.321412,1000,7252.086756
254.928246,197,7252.720328
1287.803093,1000,7255.887952
1269.6061,1000,7259.271746
1244.209886,1000,7262.587596
1246.079956,1000,7265.826246
1285.982234,1000,7269.239913
1296.611071,1000,7272.602235
1246.952036,1000,7275.769827
1272.319861,1000,7278.99972
1271.99043,1000,7282.34081
282.877776,224,7283.050704
1284.220183,1000,7286.391121
1261.530757,1000,7289.700489
1283.585353,1000,7292.974403
1286.18194,1000,7296.25478
1286.705039,1000,7299.629164
1274.209517,1000,7311.530328
1313.819018,1000,7314.876109
1277.208139,1000,7318.112778
1243.822578,1000,7321.299008
1296.748336,1000,7324.516439
1274.939774,1000,7327.762771
1287.781435,1000,7330.959776
566.942271,449,7332.410755
1271.919545,1000,7335.648439
1284.214631,1000,7338.849576
1277.350917,1000,7342.063039
1281.56162,1000,7345.211121
1311.453846,1000,7348.41392
1273.020796,1000,7351.607022
1295.879253,1000,7354.785391
1269.778004,1000,7357.974725
424.100127,359,7359.120304
1294.566422,1000,7362.339239
1263.966861,1000,7365.554949
1299.583412,1000,7368.751764
1265.682988,1000,7372.00823
1325.533158,1000,7375.216933
1250.93136,1000,7378.457424
1260.038831,1000,7381.685703
1291.167655,1000,7384.906092
1281.812234,1000,7388.113529
1316.065696,1000,7399.560955
1286.281592,1000,7402.900995
440.157546,347,7404.074927
1291.692433,1000,7407.244467
1296.807748,1000,7410.437162
1258.788028,1000,7413.601202
1280.460854,1000,7416.77659
998.151768,789,7419.293866
1284.165615,1000,7422.461719
1228.627026,1000,7425.731936
1267.666311,1000,7428.940171
1317.029463,1000,7432.139598
1309.730157,1000,7435.328181
546.365092,412,7436.653529
715.952274,557,7438.486249
1303.2466,1000,7441.665886
1274.023311,1000,7444.853707
1305.088916,1000,7448.011713
313.883174,242,7448.791502
1297.253062,1000,7451.959518
1274.283672,1000,7455.120028
243.129571,196,7455.739925
1287.673933,1000,7458.919944
1238.581211,1000,7462.158821
1287.733456,1000,7465.390945
1295.845008,1000,7468.583235
1242.909752,1000,7471.757654
1272.736612,1000,7474.92586
1306.202932,1000,7486.135097
1254.290525,1000,7489.330324
1320.025612,1000,7492.540239
1308.878716,1000,7495.727873
1282.360756,1000,7498.909298
1313.223562,1000,7502.083142
1280.641907,1000,7505.27564
734.882749,576,7507.138102
933.272825,716,7509.410533
1334.222667,1000,7512.598809
1297.50709,1000,7515.733362
1322.309757,1000,7518.938494
574.355573,478,7520.485598
1319.953378,1000,7523.712851
452.159562,342,7524.807552
1293.393789,1000,7527.98139
1308.195532,1000,7531.183538
1303.43249,1000,7534.34016
1330.945448,1000,7537.509977
1339.369832,1000,7540.763999
1096.684752,851,7543.522566
1294.246636,1000,7546.778493
1213.033729,926,7549.737307
1328.002836,1000,7552.934032
1320.360836,1000,7556.124336
1315.639888,1000,7559.317299
1182.361744,936,7562.300411
1298.796127,1000,7573.638035
1330.651382,1000,7576.843879
1303.784003,1000,7580.032923
1308.829311,1000,7583.208693
1321.589874,1000,7586.402175
1271.46904,1000,7589.575309
1263.642761,1000,7592.735381
109.399094,83,7592.996982
1340.351905,1000,7596.210549
1312.620184,1000,7599.421124
1333.005403,1000,7602.586594
1310.535224,1000,7605.739202
1316.613147,1000,7608.939605
1329.565323,1000,7612.090708
1352.832622,1000,7615.314935
1314.906998,1000,7618.542367
1328.931877,1000,7621.799858
1300.240245,1000,7625.023705
1328.915928,1000,7628.241132
1305.734158,1000,7631.419921
461.564723,354,7632.557125
1302.100396,1000,7635.783367
1319.99293,1000,7638.961948
1329.520596,1000,7642.147719
1283.122427,944,7645.165944
50.889493,42,7645.311047
1291.094167,1000,7648.486695
1318.707056,1000,7651.691262
1326.325682,1000,7662.959256
1343.893319,1000,7666.15433
1322.690501,1000,7669.33224
215.844541,171,7669.870207
167.571442,132,7670.290189
1323.925558,1000,7673.481033
1351.0032,1000,7676.675781
334.932119,276,7677.558591
1302.922283,1000,7680.737439
1297.168289,1000,7683.957009
1294.783476,1000,7687.130683
1333.611453,1000,7690.397069
1328.703014,1000,7693.571785
538.881097,440,7694.958197
1303.583028,1000,7698.121807
1328.107032,1000,7701.363984
1354.232202,1000,7704.5575
1341.859185,1000,7707.891644
662.159722,501,7709.54495
1078.239197,827,7712.280835
707.805182,547,7714.084409
1339.198361,1000,7717.269062
1299.94276,1000,7720.445234
1327.964505,1000,7723.636832
220.165156,172,7724.184569
1028.325896,783,7726.64871
1284.389901,1000,7729.885598
1325.937047,993,7733.145084
1305.957413,1000,7736.311547
1328.279469,1000,7739.50311
1311.191407,1000,7750.811622
300.670573,232,7751.535056
1323.94511,1000,7754.689683
1346.12239,1000,7757.90982
1319.986342,1000,7761.088934
1324.342442,1000,7764.280272
1343.64334,1000,7767.520952
1337.384583,1000,7770.730631
1340.053923,1000,7773.889607
1315.490858,1000,7777.025017
1343.33798,1000,7780.184108
1323.876347,1000,7783.394997
1356.609128,1000,7786.602127
1324.898569,1000,7789.845717
1358.762158,1000,7793.044413
1370.035231,1000,7796.211225
1325.318146,1000,7799.378276
1338.924404,1000,7802.598675
1329.818565,1000,7805.768842
1317.507231,1000,7808.981443
1344.07645,1000,7812.157422
1336.121773,1000,7815.361061
173.28597,132,7815.777985
1363.189539,1000,7818.937704
1198.625006,923,7821.934295
1352.852621,1000,7825.126446
335.713932,245,7825.901625
1320.433907,1000,7829.095023
1356.906328,1000,7840.535977
1367.55896,1000,7843.752167
1334.600552,1000,7846.941077
1379.204858,1000,7850.153585
1197.459704,909,7853.058633
54.344785,46,7853.224784
1349.823308,1000,7856.426143
525.089906,391,7857.671798
654.95339,489,7859.245086
1363.850987,1000,7862.486009
1339.153796,1000,7865.715725
1349.893557,1000,7868.967123
1325.637251,1000,7872.193863
1251.779615,1000,7875.392959
553.419697,416,7876.746086
1345.898069,1000,7879.93509
737.965171,532,7881.626592
672.422029,491,7883.211056
1348.393184,1000,7886.400864
1351.731448,1000,7889.601923
1354.745604,1000,7892.78511
1300.526482,1000,7895.928989
1309.012729,1000,7899.060531
1321.134916,1000,7902.244015
566.490915,430,7903.618763
1325.202844,1000,7906.75806
271.496616,205,7907.402169
1348.671435,1000,7910.62452
1344.701646,1000,7913.838713
1339.448905,1000,7916.99349
1301.893423,1000,7928.398546
1350.820297,1000,7931.560273
1352.306241,1000,7934.819175
1346.158338,1000,7937.974734
264.025468,205,7938.612314
1286.730289,1000,7941.775578
1338.384861,1000,7945.025975
1365.013102,1000,7948.253757
1343.905063,1000,7951.495007
191.927525,140,7951.926647
1342.866109,1000,7955.073064
1334.986965,1000,7958.181381
1335.995967,1000,7961.361333
1332.24889,1000,7964.533481
1369.935055,1000,7967.709487
1365.024403,1000,7970.845184
1347.454591,1000,7974.055311
1357.460648,1000,7977.165108
1334.34147,1000,7980.362864
1243.885895,908,7983.230347
1360.379714,1000,7986.383834
1352.435491,1000,7989.571176
1335.631383,1000,7992.747367
1369.990568,1000,7995.920603
1313.668172,1000,7999.126528
1372.024335,1000,8002.279175
1363.479103,1000,8005.471
1375.623562,1000,8016.761792
1367.976303,1000,8020.02066
668.669621,486,8021.607228
1349.486648,1000,8024.868155
1343.021607,1000,8028.057531
420.691739,328,8029.10296
1358.435819,1000,8032.219433
1384.736493,1000,8035.421525
1348.976248,1000,8038.656067
1351.06912,1000,8041.877743
1336.294816,1000,8044.992437
1360.481611,1000,8048.087456
1353.050063,1000,8051.200992
1363.077016,1000,8054.320959
1383.024783,1000,8057.438886
1354.706044,1000,8060.548927
1346.487298,1000,8063.703144
1363.236715,1000,8066.799866
221.289152,178,8067.356956
1332.088655,1000,8070.462469
1318.103605,1000,8073.559165
30.593169,81,8073.813572
380.591203,271,8074.650643
1377.0715,1000,8077.725462
1361.897528,1000,8080.800666
1352.452131,1000,8083.908976
1354.144997,1000,8087.042195
1378.604186,1000,8090.1083
1356.669339,1000,8101.106254
1361.211847,1000,8104.243788
537.523403,413,8105.531727
1348.810873,1000,8108.697162
1365.387852,1000,8111.788595
1378.456693,1000,8114.837293
1382.418194,1000,8117.977101
1354.080272,1000,8121.065501
1343.292801,1000,8124.141339
1388.453591,1000,8127.190982
1362.562337,1000,8130.23912
1364.70989,1000,8133.303516
1356.849453,1000,8136.349296
1353.504856,1000,8139.39687
1374.72444,1000,8142.466609
1364.997436,1000,8145.539116
1359.038928,1000,8148.592758
1363.362563,1000,8151.666186
1340.696645,1000,8154.792855
489.453557,364,8155.90351
1380.29527,1000,8158.971619
1382.481644,1000,8162.030296
1359.892434,1000,8165.083984
969.07616,719,8167.307654
1381.733931,1000,8170.380412
1366.7935,1000,8173.437811
1374.202872,1000,8176.512452
1361.343089,1000,8187.451276
1355.316191,1000,8190.542142
1391.181541,1000,8193.602753
1381.26102,1000,8196.653099
1357.773266,1000,8199.723222
1390.320025,1000,8202.767565
1353.189013,1000,8205.804121
1380.513378,1000,8208.843171
1350.465775,1000,8211.88366
1397.170671,1000,8214.914326
1296.134161,940,8217.807863
1356.073714,1000,8220.886415
1357.893977,1000,8223.967424
1363.318274,1000,8226.986062
1350.293857,1000,8230.009832
1350.222479,1000,8233.023508
1374.867668,1000,8236.047649
88.201524,65,8236.244999
1374.615271,1000,8239.285671
1339.376357,1000,8242.33868
1361.505723,1000,8245.379693
1379.035347,1000,8248.393733
1361.942657,1000,8251.408084
1346.54813,1000,8254.415642
1341.885543,1000,8257.432271
1150.905396,824,8259.923304
1384.588656,1000,8270.791135
1390.336312,1000,8273.854788
582.764435,457,8275.295461
366.399561,292,8276.186838
1395.519819,1000,8279.23519
1352.392473,1000,8282.289472
1376.760879,1000,8285.308913
1394.903862,1000,8288.346646
1394.486197,1000,8291.376305
1349.007635,1000,8294.422759
1351.787757,1000,8297.435522
1371.447347,1000,8300.439232
1390.203797,1000,8303.443287
1326.570738,1000,8306.462417
1373.322873,1000,8309.468946
1382.361241,1000,8312.500688
800.328393,570,8314.233102
1371.414088,1000,8317.240665
1381.414383,1000,8320.255603
1381.836732,1000,8323.263096
1356.38551,1000,8326.332995
275.705002,200,8326.956745
1383.417101,1000,8330.068439
155.231815,154,8330.56265
1378.672097,1000,8333.674447
1361.922793,1000,8336.79499
1148.519209,837,8339.36074
1396.918433,1000,8342.445953
1359.875341,1000,8353.304378
1411.298207,1000,8356.321465
1385.096158,1000,8359.322466
1373.139108,1000,8362.314412
1394.235771,1000,8365.328238
1365.184599,1000,8368.321144
1416.278125,1000,8371.328861
1361.847486,1000,8374.32706
1370.155952,1000,8377.319931
1347.233566,1000,8380.328222
1384.047216,1000,8383.3192
1397.54424,1000,8386.309077
1378.417941,1000,8389.307468
1418.927961,1000,8392.324996
1382.554872,1000,8395.392818
1414.333218,1000,8398.399129
765.335847,552,8400.052453
1371.905377,1000,8403.042534
1402.025659,1000,8406.051203
516.077678,366,8407.169322
1405.57751,1000,8410.192881
1376.489704,1000,8413.2171
1369.268237,1000,8416.221698
1395.530898,1000,8419.217578
1374.124745,1000,8422.227204
1388.919331,1000,8425.279577
1379.545354,1000,8436.217997
1434.023559,1000,8439.248441
1394.73995,1000,8442.260193
1405.822196,1000,8445.257279
1368.816972,1000,8448.260054
1399.514736,1000,8451.271928
1384.503767,1000,8454.261135
140.658565,110,8454.592702
1410.992458,1000,8457.595314
1386.473384,1000,8460.61293
1407.58385,1000,8463.616494
802.692043,577,8465.337453
1365.609514,1000,8468.347661
1392.790587,1000,8471.331294
1396.439981,1000,8474.327807
761.28451,540,8475.935665
1395.161921,1000,8478.942294
1364.760841,1000,8481.957747
1383.270368,1000,8484.942331
1426.907672,1000,8487.922027
1429.072344,1000,8490.891933
1187.170351,848,8493.418994
1385.720232,1000,8496.397777
1416.751501,1000,8499.357955
165.826554,121,8499.712126
991.065209,721,8501.859891
306.082795,220,8502.534633
325.31831,233,8503.232469
471.502814,328,8504.219525
1376.125924,1000,8507.254637
1371.469807,1000,8510.309029
1394.970259,1000,8521.026999
1394.327884,1000,8524.030472
1412.246331,1000,8527.018909
1377.061115,1000,8530.029186
1419.278507,1000,8533.063363
1383.025613,1000,8536.056725
1355.017228,1000,8539.038326
1419.888925,1000,8542.029696
976.318889,712,8544.174155
1408.562778,1000,8547.171
1407.615506,1000,8550.145966
1423.714671,1000,8553.124275
1371.934992,1000,8556.104687
1374.325144,1000,8559.080506
1406.704064,1000,8562.096943
1397.685863,1000,8565.075027
1379.865737,1000,8568.045409
1413.688697,1000,8571.031335
1126.026859,812,8573.452452
715.371704,510,8574.993938
1426.438499,1000,8577.984537
1427.36969,1000,8580.982095
1404.221667,1000,8583.984156
256.36812,186,8584.549003
1411.266185,1000,8587.617004
1419.039364,1000,8590.650992
1390.639442,1000,8593.665805
1196.031859,840,8603.925366
1440.093149,1000,8606.913566
1427.945862,1000,8609.881349
1394.607954,1000,8612.862069
1381.584415,1000,8615.861668
1389.607696,1000,8618.836975
1420.324259,1000,8621.842052
1391.244207,1000,8624.807032
1396.02788,1000,8627.774565
1411.277414,1000,8630.768567
1411.631059,1000,8633.743119
103.371824,78,8633.971774
1410.956757,1000,8637.02031
1412.820248,1000,8640.126153
400.543482,304,8641.067406
1309.055259,911,8643.917633
1391.013813,1000,8647.041962
1033.169841,745,8649.34387
1413.164062,1000,8652.323191
1398.589375,1000,8655.298671
626.736461,460,8656.684175
216.150978,151,8657.130109
1391.451389,1000,8660.113987
1233.368529,897,8662.806711
339.317161,242,8663.520062
1417.657025,1000,8666.547952
1396.011311,1000,8669.607212
368.993825,262,8670.406873
1426.551814,1000,8673.433056
781.188748,556,8675.113078
1418.76433,1000,8685.814881
1398.751767,1000,8688.813123
335.837099,240,8689.532597
1428.462332,1000,8692.539156
1402.002822,1000,8695.538428
1408.528731,1000,8698.512373
1423.131012,1000,8701.493692
1433.574499,1000,8704.470837
1427.744968,1000,8707.43449
1411.638022,1000,8710.422328
118.667678,86,8710.679986
1383.3882,1000,8713.676022
1426.125108,1000,8716.670504
1424.379421,1000,8719.665107
1391.865728,1000,8722.65282
1390.453992,1000,8725.635416
1417.793062,1000,8728.621388
1407.314613,1000,8731.610618
1399.807786,1000,8734.594971
1405.096517,1000,8737.629877
1413.196402,1000,8740.614018
1426.167661,1000,8743.622043
1408.834641,1000,8746.624547
1433.736077,1000,8749.66167
1113.548494,794,8752.083479
1410.108954,1000,8755.147064
1391.264883,1000,8758.156862
1409.478549,1000,8768.965936
1425.821643,1000,8771.995255
1387.884949,1000,8775.000435
1425.464412,1000,8777.990308
1398.559468,1000,8780.980283
1426.108942,1000,8783.954349
1437.557391,1000,8786.942243
1371.659094,1000,8789.931252
1425.815253,1000,8792.924959
709.975045,503,8794.447261
1431.290785,1000,8797.428491
786.834225,562,8799.103553
1405.66434,1000,8802.082443
1398.296978,1000,8805.065291
1406.470957,1000,8808.044954
1400.196315,1000,8811.006672
1438.735474,1000,8814.009535
1415.723957,1000,8816.995544
1409.004131,1000,8820.017823
1392.202361,1000,8823.018391
1414.93009,1000,8826.048786
1401.40292,1000,8829.089977
1426.378317,1000,8832.143293
1418.698341,1000,8835.181414
1366.614797,1000,8838.173326
1435.550613,1000,8841.157556
1409.446928,1000,8851.890608
1444.997119,1000,8854.878196
1410.055257,1000,8857.859999
1425.840609,1000,8860.858061
1402.368551,1000,8863.860746
1424.655974,1000,8866.859868
1433.06146,1000,8869.848041
1460.649346,1000,8872.854849
1427.179067,1000,8875.860795
470.833579,330,8876.854013
1380.457214,1000,8879.837844
1412.84932,1000,8882.837372
1425.36446,1000,8885.815248
1416.025878,1000,8888.799176
1401.076986,1000,8891.782889
1423.643191,1000,8894.772451
1410.788832,1000,8897.776444
473.639028,331,8898.784847
660.309008,473,8900.203886
1414.250352,1000,8903.203575
1413.818895,1000,8906.19412
1429.017473,1000,8909.211998
1432.455314,1000,8912.253786
1434.2157,1000,8915.290081
1410.933778,1000,8918.298438
187.613571,133,8918.703041
1407.540633,1000,8921.703974
1424.336787,1000,8924.710208
583.532136,428,8933.680887
1445.584967,1000,8936.669525
1424.250813,1000,8939.663743
1110.000738,784,8942.030108
1465.33904,1000,8944.996826
1433.61457,1000,8948.033173
1426.85959,1000,8951.162025
1391.874272,1000,8954.258153
1448.421692,1000,8957.411051
1415.703293,1000,8960.380969
691.257246,472,8961.799041
1431.208101,1000,8964.778662
1433.096509,1000,8967.787071
732.944025,508,8969.290216
1427.416281,1000,8972.259568
1453.839871,1000,8975.247933
1111.338398,795,8977.629846
1449.394045,1000,8980.62561
814.691701,568,8982.325216
1445.224651,1000,8985.301641
103.118424,73,8985.516972
1004.401648,687,8987.589621
1433.214807,1000,8990.60748
279.526911,193,8991.195704
1274.235037,883,8993.849158
1449.472863,1000,8996.87834
1429.268223,1000,8999.855476
1455.010984,1000,9002.860073
1127.59241,790,9005.230626
1415.618765,1000,9015.979907
1466.828556,1000,9018.990329
1451.936666,1000,9021.980921
426.740872,294,9022.85573
1480.530036,1000,9025.826196
1456.334394,1000,9028.847479
1418.987701,1000,9031.828741
1443.797857,1000,9034.834704
1421.012685,1000,9037.847182
1419.506847,1000,9040.828043
1427.677388,1000,9043.796817
1446.552531,1000,9046.779101
1467.302718,1000,9049.759866
1423.443211,1000,9052.735447
1462.606741,1000,9055.731655
1427.074304,1000,9058.722673
1445.834123,1000,9061.687209
1421.659705,1000,9064.663041
1468.134235,1000,9067.655815
1440.196059,1000,9070.698012
1452.263826,1000,9073.730688
1465.766352,1000,9076.760175
1430.485202,1000,9079.765876
1441.9722,1000,9082.747415
1435.187982,1000,9085.741338
1436.209071,1000,9088.733958
1442.246842,1000,9099.43741
1443.98227,1000,9102.453024
1489.285941,1000,9105.436122
1461.585883,1000,9108.428109
1479.438129,1000,9111.41029
1458.231359,1000,9114.383259
442.985227,308,9115.303549
1472.354977,997,9118.287182
1453.63923,1000,9121.266473
1431.373022,1000,9124.255847
662.113651,468,9125.642036
1443.016881,1000,9128.628821
1469.181916,1000,9131.628785
1451.996085,1000,9134.626305
788.606302,544,9136.251501
1460.884903,1000,9139.229021
1466.919579,1000,9142.221467
1478.409259,1000,9145.209296
1430.081724,1000,9148.1961
1469.339644,1000,9151.248967
1438.171259,1000,9154.255826
1422.987,1000,9157.295438
1441.90202,1000,9160.305635
1395.730841,1000,9163.295783
1461.042564,1000,9166.271101
1448.312914,1000,9169.228527
1468.468953,1000,9172.210141
1308.763253,887,9182.562883
1448.234517,1000,9185.535065
1477.213602,1000,9188.509622
1494.493062,1000,9191.504717
1471.820501,1000,9194.473485
1473.790728,1000,9197.493415
1479.478856,1000,9200.513767
1466.836057,1000,9203.505131
1150.15547,801,9205.886432
1208.916692,847,9208.433939
1501.007658,1000,9211.43862
1454.201373,1000,9214.398603
1434.638138,1000,9217.376173
122.861987,86,9217.627645
329.072468,244,9218.362675
1481.200524,1000,9221.327991
949.879177,643,9223.238157
638.286051,439,9224.543238
1023.651138,705,9226.65129
1466.963103,1000,9229.646285
1490.405255,1000,9232.679855
1444.697399,1000,9235.706648
1430.189326,1000,9238.760801
1478.956225,1000,9241.734536
1459.753389,1000,9244.701155
657.954076,457,9246.065309
589.728302,402,9247.264636
430.662126,303,9248.162955
1437.020913,1000,9251.138996
1495.967143,1000,9254.128987
1111.296653,759,9264.361124
1464.650648,1000,9267.46036
1468.462528,1000,9270.47746
1478.965353,1000,9273.466975
1453.106966,1000,9276.43888
1457.973036,1000,9279.43031
195.453078,134,9279.836076
455.927756,333,9280.827132
1481.895158,1000,9283.801125
1473.646597,1000,9286.762827
1271.695696,875,9289.402824
1467.199622,1000,9292.373389
1453.637686,1000,9295.365173
1454.635668,1000,9298.348007
1439.999684,1000,9301.341938
1441.135818,1000,9304.329809
1490.219058,1000,9307.309208
1446.485531,1000,9310.294947
1486.483882,1000,9313.334414
800.694652,549,9315.006036
1013.702655,693,9317.109856
1481.155287,1000,9320.160231
1482.450411,1000,9323.155136
1471.363117,1000,9326.150539
1502.256257,1000,9329.14429
1451.679036,1000,9332.126432
1484.526979,1000,9335.109982
1467.973887,985,9338.036612
1483.036164,1000,9348.740519
533.072947,372,9349.844559
1474.914259,1000,9352.836853
1457.570388,1000,9355.842156
1448.050014,1000,9358.8575
1492.781517,1000,9361.842774
1443.685096,1000,9364.817116
1216.955573,846,9367.359109
1482.282091,1000,9370.350182
1475.407112,1000,9373.346783
1469.598298,1000,9376.31249
326.633378,231,9377.000843
1452.391862,1000,9379.977493
1490.999646,1000,9382.931142
1477.316867,1000,9385.891231
1431.454304,1000,9388.890173
1442.020758,1000,9391.928956
1472.749101,1000,9394.937188
1452.670225,1000,9397.946206
1440.166748,1000,9400.957813
1456.174497,1000,9403.946504
1465.948303,1000,9406.911219
1456.058816,1000,9409.880269
1489.615589,1000,9412.852231
859.238752,599,9414.626415
1474.603467,1000,9417.618877
669.362331,476,9419.04636
1484.322027,1000,9429.745027
1469.455165,1000,9432.719743
1457.999587,1000,9435.731418
1477.096108,1000,9438.699831
1481.61208,1000,9441.696631
1490.194687,1000,9444.703296
1449.60079,1000,9447.699879
1468.335171,1000,9450.668063
1484.763277,1000,9453.660073
1464.494832,1000,9456.619266
1465.598382,1000,9459.589009
1487.15906,1000,9462.579766
1471.88888,1000,9465.547225
1494.318013,1000,9468.522563
1454.076559,1000,9471.539686
102.108739,73,9471.756819
1485.52987,1000,9474.792937
1473.62309,1000,9477.84359
1457.872375,1000,9480.890354
1467.008632,1000,9483.897069
1456.828462,1000,9486.861991
1460.27114,1000,9489.838006
1472.916573,1000,9492.850137
1446.373021,1000,9495.843203
1481.782137,1000,9498.838967
1489.130351,1000,9501.820366
1476.71808,1000,9512.520144
1509.676626,1000,9515.495727
1441.374686,996,9518.45536
1465.140693,1000,9521.433144
1486.697744,1000,9524.431796
1482.694252,1000,9527.415076
1471.285895,1000,9530.396827
232.547367,157,9530.861835
1472.368287,1000,9533.841367
1492.17545,1000,9536.806131
727.841322,533,9538.396673
1510.262528,1000,9541.385999
1481.189071,1000,9544.38603
1464.89118,1000,9547.367071
1476.71091,1000,9550.372688
1478.247257,1000,9553.411983
1456.577821,1000,9556.434983
1474.75124,1000,9559.474126
1457.097548,1000,9562.575104
1456.060478,1000,9565.650172
1446.337813,1000,9568.686357
1431.10334,1000,9571.775293
1473.205334,1000,9574.879227
740.873447,509,9576.470176
1462.748915,1000,9579.534009
1486.968986,1000,9582.527513
1453.004388,1000,9585.509669
1482.95374,1000,9596.219641
1480.610309,1000,9599.224824
1515.828926,1000,9602.210769
1477.473506,1000,9605.182863
1484.894395,1000,9608.177488
1489.738134,1000,9611.169208
1500.957303,1000,9614.146012
1490.150137,1000,9617.147338
1526.99371,1000,9620.160607
465.463988,335,9621.158927
1462.900329,1000,9624.16065
1485.390064,1000,9627.147027
1485.403775,1000,9630.130937
1500.547973,1000,9633.140299
1473.210732,1000,9636.161457
1474.494374,1000,9639.163574
1493.075011,1000,9642.184442
1185.344186,787,9644.52157
1299.490872,870,9647.114155
1508.885296,1000,9650.082235
1467.883927,1000,9653.043983
1495.011344,1000,9656.019613
1505.439946,1000,9659.01121
1486.406186,1000,9661.984571
1464.984819,1000,9664.954305
1470.808027,1000,9667.943804
1491.095315,1000,9678.67818
1466.339541,1000,9681.670694
665.333841,439,9682.990426
1505.658539,1000,9685.967963
193.388968,131,9686.354095
1480.672083,1000,9689.383124
1492.850992,1000,9692.35895
1489.226314,1000,9695.339646
1524.039145,1000,9698.312159
1188.063878,806,9700.715388
1496.195775,1000,9703.700027
1522.854263,1000,9706.685531
1494.547199,1000,9709.66781
1492.7496,1000,9712.672199
1499.354608,1000,9715.684956
1499.626678,1000,9718.731736
1468.511253,1000,9721.778854
1497.288568,1000,9724.761999
1494.25629,1000,9727.783308
1469.416731,1000,9730.765223
1480.224256,1000,9733.795235
1496.724213,1000,9736.778038
1510.245042,1000,9739.76788
1486.289845,1000,9742.764189
1501.793969,1000,9745.747498
1484.037994,1000,9748.756198
1491.759306,1000,9751.738547
1535.874577,1000,9762.444069
1479.159926,1000,9765.433329
1494.892904,1000,9768.410008
94.306353,67,9768.605359
1493.445023,1000,9771.598645
1507.464336,1000,9774.589246
1482.954581,1000,9777.578123
1492.119564,1000,9780.58138
1506.746173,1000,9783.624123
1519.573184,1000,9786.606251
1520.337312,1000,9789.597046
1490.87863,1000,9792.592276
1511.16528,1000,9795.638565
1500.538903,1000,9798.673308
1485.022067,1000,9801.7075
1502.567612,1000,9804.716072
1502.196586,1000,9807.705096
1489.272598,987,9810.664888
1510.528157,1000,9813.680727
1542.036996,1000,9816.669825
1519.476697,1000,9819.658205
