# {"t_start": 1589491546.937933, "env_id": "Walker2DBulletEnv-v0"} 
r,l,t
33.64314,29,563.777083
28.85905,25,563.861348
29.673892,24,563.935886
24.429835,21,564.002982
29.666563,27,564.085192
25.667139,23,564.155796
23.556128,20,564.217587
25.471764,22,564.286345
27.220994,22,564.356479
26.56698,24,564.432861
23.460963,18,564.490376
22.147338,16,564.540231
19.266726,15,564.59211
28.810697,24,564.667622
27.926809,22,564.735063
24.423688,19,564.792085
33.700205,31,564.896587
27.108781,30,564.990211
25.66985,23,565.061437
28.831719,28,565.148199
25.809004,23,565.221161
34.204815,28,565.308318
29.057397,24,565.382742
23.910046,24,565.458149
30.172683,29,565.549782
36.144086,32,565.652575
32.971722,28,565.738582
39.857709,36,565.856663
38.569728,35,565.966292
25.636485,19,566.026372
29.952921,27,566.111212
39.770625,33,566.213341
25.661493,22,566.282311
34.129885,30,566.374213
29.389569,25,566.452234
29.623547,26,566.532569
31.593107,30,566.630345
36.472058,32,566.730467
20.808173,18,566.786597
31.508165,24,566.868337
31.505314,30,566.961442
37.391028,31,567.05897
22.463543,21,567.125225
31.426295,26,567.207208
32.161389,25,567.285569
26.555208,24,567.36063
43.749653,41,567.486297
23.516416,21,567.551719
35.681795,33,567.661208
33.910929,28,567.749094
25.960787,21,567.816353
39.188388,39,567.95842
25.437996,21,568.026386
25.427463,23,568.101463
33.967334,34,568.207179
34.987938,32,568.314216
31.460441,29,568.40581
47.405761,42,568.535131
27.509891,27,568.623637
29.813594,23,568.695149
26.575143,20,568.7562
36.279406,31,568.854024
37.395664,34,568.96517
27.345752,26,569.046224
22.984951,22,569.115075
42.779955,32,569.216161
31.580448,25,569.293295
21.425219,16,569.34242
21.478506,20,569.403437
45.844807,41,569.530486
24.882843,24,569.605187
21.721146,20,569.670421
32.464093,27,569.765553
28.275178,26,569.846287
34.646999,31,569.951048
30.094455,26,570.030922
19.699635,15,570.077357
37.384466,34,570.184568
32.721511,26,570.265952
32.006328,30,570.360178
29.61571,25,570.439189
27.718693,23,570.510284
24.166797,22,570.579862
28.267051,27,570.669868
27.108513,25,570.748985
28.287087,25,570.825481
25.988549,25,570.902489
42.419275,37,571.02985
22.048776,20,571.093325
22.597456,22,571.161216
35.458297,33,571.27263
32.091173,30,571.365409
29.922956,26,571.446199
26.8885,21,571.514029
22.572065,17,571.566526
37.485368,28,571.658448
26.761903,28,571.747229
38.107943,39,571.876448
32.67801,29,571.980184
31.332186,29,572.06756
27.339599,27,572.147414
45.093788,39,572.265252
26.548486,26,572.343389
32.316975,30,572.432527
26.92827,22,572.498335
27.016873,23,572.567425
26.283098,21,572.635942
27.741349,26,572.720601
22.136176,19,572.777143
33.069109,32,572.872388
23.906288,21,572.934775
26.629731,27,573.03766
33.436367,28,573.122234
26.244236,22,573.187747
32.29682,33,573.292561
26.680776,24,573.365169
33.228384,26,573.44459
22.460339,20,573.505142
27.940134,24,573.581951
27.740562,26,573.68065
33.462186,28,573.764703
32.74936,28,573.849246
28.838377,23,573.919697
37.786387,30,574.030154
26.63271,22,574.096732
33.445316,29,574.189025
29.116917,25,574.272084
26.645406,25,574.352664
27.725646,22,574.41975
28.661857,28,574.502827
22.868381,25,574.579208
20.137198,21,574.643087
22.910671,18,574.703191
28.910366,23,574.771416
26.049411,23,574.840785
24.155498,22,574.906947
29.288984,27,574.988625
30.33921,25,575.07211
25.860638,20,575.131828
23.755803,21,575.193758
61.343784,42,575.318866
25.89062,26,575.396451
31.535037,27,575.478355
32.64767,28,575.562871
24.4992,21,575.625449
23.650563,20,575.689742
26.125675,24,575.763397
33.844098,31,575.858146
26.482213,24,575.931306
32.535079,29,576.017655
23.881294,22,576.090287
36.588262,31,576.184094
28.186798,23,576.252609
26.562017,22,576.317706
32.48902,28,576.402036
24.653455,20,576.461086
26.178209,22,576.526759
23.150101,20,576.586848
30.806758,30,576.677073
25.590649,24,576.753179
26.753345,21,576.815835
40.643172,36,576.925057
33.803103,31,577.018306
33.881466,32,577.121408
33.768056,30,577.212153
36.079695,33,577.313061
28.151918,25,577.386525
33.205806,33,577.486045
25.36916,21,577.549499
33.172082,29,577.636197
33.037545,32,577.73817
30.612033,30,577.827535
36.649522,29,577.9135
26.980154,26,577.991882
27.424965,22,578.05879
30.644952,37,578.175938
22.909988,20,578.236727
29.003733,25,578.324191
61.287546,51,578.4808
22.898472,22,578.547046
18.059974,13,578.586036
30.327856,27,578.668501
24.598333,21,578.73679
24.111777,19,578.795229
34.622293,34,578.896552
29.141936,23,578.965922
28.712031,25,579.041281
32.681215,28,579.13294
25.706407,21,579.196096
34.191722,28,579.288414
25.804096,20,579.348818
26.99692,24,579.420603
24.375987,20,579.481189
30.946075,27,579.561675
24.631241,22,579.62594
24.609257,20,579.685807
27.428753,22,579.758598
22.78941,19,579.814841
40.202608,35,579.917932
26.212078,24,579.99003
23.762929,18,580.043629
22.786444,19,580.099742
29.105626,24,580.178782
25.241844,21,580.242178
26.956549,24,580.313932
25.222405,21,580.376299
37.561044,43,580.506416
24.106311,20,580.565343
30.869908,27,580.645941
32.91293,28,580.729998
31.794522,32,580.830723
33.267188,31,580.924296
31.771245,30,581.016194
28.189034,24,581.094097
25.133653,28,581.186025
22.643188,18,581.246741
24.151594,20,581.308605
48.0791,42,581.433813
25.409636,25,581.508126
33.212838,28,581.591754
33.215216,30,581.683009
24.767399,21,581.756429
25.250896,24,581.828995
28.530119,27,581.908472
28.383,23,581.976165
27.286513,24,582.047681
75.315808,57,582.229924
26.880357,23,582.299643
50.707381,51,582.451979
27.956283,24,582.52354
18.987045,12,582.559759
30.810146,24,582.632788
24.566777,20,582.694169
25.906122,23,582.771106
26.839946,23,582.840773
26.854239,27,582.922186
30.800725,25,582.998563
19.487528,14,583.04117
24.274545,22,583.106291
32.413129,27,583.193982
27.032257,24,583.265684
23.350282,24,583.337229
28.078118,22,583.401587
26.828796,21,583.464241
32.438738,29,583.550326
32.809022,31,583.642847
34.745134,30,583.732053
30.023587,24,583.80898
31.438319,26,583.886107
28.536167,28,583.969523
28.140515,27,584.048957
23.356319,19,584.104836
23.225569,21,584.166387
22.874405,21,584.23814
29.654235,23,584.307148
29.606264,27,584.386654
25.906986,24,584.457399
21.97377,19,584.514055
32.256782,32,584.610655
26.857668,25,584.68989
20.40574,19,584.749082
29.42911,26,584.835317
32.927439,29,584.92418
32.691376,30,585.018934
40.835846,37,585.133235
27.167793,26,585.217685
23.386547,22,585.295475
23.413784,20,585.356269
26.786551,22,585.42257
27.457239,25,585.496823
31.108438,27,585.578528
28.133043,24,585.651003
32.544053,27,585.732949
37.996313,35,585.842462
27.552567,26,585.920342
27.747,28,586.005053
22.016287,21,586.068401
26.904114,23,586.137557
24.243359,20,586.197575
27.578647,24,586.278425
33.249275,28,586.361644
28.6676,24,586.434031
45.872552,35,586.537368
37.237351,36,586.644753
28.676441,22,586.711131
35.935377,30,586.800638
31.222921,27,586.885923
31.776791,27,586.973132
26.216275,21,587.048024
28.618551,25,587.12322
23.555987,19,587.179679
40.342498,38,587.3022
67.241193,50,587.450151
38.815422,42,587.575956
22.859246,20,587.634313
26.138834,23,587.70403
28.926078,24,587.774968
26.888151,24,587.852746
39.555734,31,587.958037
23.436309,20,588.021048
28.169909,28,588.111217
28.696242,28,588.197556
29.032715,28,588.285018
28.4075,24,588.360074
25.973733,22,588.425606
32.454514,33,588.534472
28.194448,24,588.610974
25.757952,19,588.670217
28.305271,24,588.758925
23.50669,20,588.81986
26.641673,23,588.893285
29.970117,25,588.968024
31.855298,33,589.067679
30.327714,28,589.151958
30.262598,26,589.23213
26.976102,28,589.322355
26.345173,24,589.396585
28.471077,22,589.481178
20.579258,17,589.535053
27.863651,28,589.619098
33.148761,30,589.710205
26.585744,24,589.783627
26.733224,23,589.857217
30.195973,25,589.932774
41.420325,42,590.058044
30.895974,26,590.13587
37.190641,36,590.245111
23.830002,21,590.307004
35.546824,34,590.41802
25.633918,22,590.484625
27.706326,29,590.572222
29.38613,29,590.657454
37.233377,32,590.75447
37.301993,30,590.862373
29.779682,26,590.939472
37.152651,32,591.035229
48.524424,38,591.148392
27.982861,22,591.215234
29.706546,26,591.29349
25.486716,22,591.367211
25.771235,25,591.440794
35.717101,30,591.529581
33.935754,33,591.626505
26.666584,23,591.694067
46.911029,38,591.807753
21.283573,17,591.859291
41.928553,33,591.962947
25.508787,20,592.029324
30.166569,28,592.113839
66.788888,52,592.269403
37.906401,32,592.373445
32.062736,32,592.469715
26.640964,22,592.534255
28.151584,26,592.611463
26.532385,23,592.681276
30.788578,27,592.761602
24.940134,27,592.842027
35.570609,30,592.936479
24.037867,21,593.001793
27.859736,25,593.08118
23.688929,22,593.14678
30.939974,26,593.234171
42.624525,38,593.347343
24.607384,23,593.424146
27.017038,26,593.502628
22.053073,16,593.55103
30.125413,28,593.634255
26.599869,21,593.696522
21.466815,18,593.749601
25.963959,20,593.810138
26.217659,26,593.890654
30.579495,27,593.973976
35.714631,35,594.07965
27.997154,26,594.157536
25.831266,22,594.223227
41.320156,37,594.334132
37.939427,38,594.453384
26.249673,24,594.525711
26.298817,28,594.608716
28.677311,25,594.68428
29.808024,26,594.762113
29.377478,27,594.843617
29.315589,28,594.93234
36.486616,28,595.014924
30.122647,31,595.109864
37.320715,35,595.217206
27.189475,26,595.302231
32.918856,32,595.397318
24.802388,20,595.467449
19.270185,15,595.513517
27.631748,27,595.594527
21.220821,16,595.642587
35.209909,34,595.744967
33.584537,29,595.832879
26.170842,25,595.907604
28.811133,27,595.992556
26.644729,23,596.062103
36.125691,40,596.182919
19.879417,16,603.967875
29.345838,22,604.043663
34.372871,28,604.140978
55.722582,45,604.27933
26.246855,22,604.344071
34.687139,38,604.458089
26.685089,27,604.539002
25.408553,26,604.626018
35.937631,37,604.738701
72.907917,56,604.908334
27.365996,26,604.985702
31.556332,29,605.080175
29.195609,26,605.15828
28.584941,26,605.245368
28.211624,27,605.331342
31.410527,29,605.419819
35.016582,31,605.514037
42.614335,37,605.630943
26.617807,22,605.699408
32.327588,31,605.795042
27.266031,26,605.874127
27.055397,22,605.940762
28.073249,24,606.013444
46.36708,37,606.131649
28.434855,30,606.222657
29.560267,27,606.305142
23.001488,18,606.359098
31.48421,29,606.448629
30.911197,27,606.531104
33.121558,36,606.647094
41.294307,37,606.763381
27.80751,26,606.843523
32.517112,30,606.937282
38.739111,34,607.044997
42.169367,43,607.178306
27.338042,24,607.260752
21.667102,21,607.327152
26.845578,25,607.403144
54.145776,47,607.548326
28.17626,24,607.621236
35.18801,42,607.759382
33.458046,31,607.857403
22.600305,17,607.909927
26.84247,23,607.978968
67.005782,65,608.1798
44.088282,43,608.307478
38.139382,40,608.429232
41.084172,39,608.545961
29.278673,27,608.626493
31.122476,28,608.718966
37.795136,36,608.827829
22.93692,19,608.887135
35.942798,41,609.012223
25.327073,21,609.080052
30.554558,26,609.155999
32.853293,30,609.246668
32.739464,31,609.339875
33.056936,27,609.420594
23.56057,21,609.483259
27.093797,24,609.569301
19.595606,15,609.617239
32.595551,24,609.68976
54.080613,47,609.842229
25.162641,21,609.909828
31.161367,33,610.013267
27.680822,22,610.088208
45.480129,41,610.218392
39.469945,32,610.319391
24.776443,23,610.391091
29.058141,28,610.481979
28.305447,24,610.557171
65.010474,53,610.726299
35.959407,34,610.831274
26.768315,23,610.901012
36.074853,34,611.004559
36.373881,31,611.103235
27.67567,31,611.197292
25.627262,24,611.270873
39.767817,38,611.38692
46.989972,38,611.501989
31.822816,26,611.579937
57.724664,49,611.726021
28.372438,26,611.811232
38.005234,36,611.919645
30.86674,27,611.999689
25.683718,22,612.072247
24.975099,21,612.150666
26.223233,23,612.222819
28.221593,28,612.305614
37.178631,36,612.432257
32.206988,30,612.522767
48.91681,39,612.639835
28.518374,30,612.729837
31.028992,26,612.817254
31.189343,29,612.903469
25.316947,24,612.974319
36.284111,34,613.07563
48.729702,42,613.20951
36.300136,33,613.316858
25.077504,21,613.379701
47.599174,42,613.504833
24.693164,20,613.564574
33.256927,31,613.656653
29.558574,26,613.734178
32.923522,29,613.829346
29.152343,27,613.909551
29.33552,26,613.989576
27.863114,27,614.068702
33.938829,30,614.164038
35.09141,33,614.26439
24.539665,24,614.336623
42.202595,39,614.452449
64.88909,49,614.59912
29.530054,28,614.682871
41.68627,32,614.777433
27.365472,25,614.860278
31.918646,30,614.950215
34.017237,28,615.035476
26.306449,24,615.10735
30.145107,30,615.203225
28.590536,26,615.285662
29.655243,28,615.368467
26.322058,21,615.430692
28.999837,29,615.516936
57.682302,42,615.64034
25.883789,20,615.69962
56.989537,45,615.841926
33.582528,32,615.938713
34.012177,34,616.041505
26.260978,23,616.109131
31.697719,26,616.195783
49.634786,41,616.317598
21.547592,18,616.371082
35.333688,31,616.466367
41.048258,39,616.588145
46.875903,43,616.720692
35.619628,35,616.82505
47.555828,45,616.966708
35.117183,33,617.066406
33.612883,31,617.165395
36.769885,31,617.259127
30.227408,26,617.335797
26.656884,28,617.419763
32.642504,31,617.512917
28.635121,25,617.588199
21.821343,18,617.643151
29.41692,29,617.730828
36.034333,33,617.828656
25.085223,26,617.91379
37.003318,32,618.011101
39.365585,35,618.120025
25.779945,26,618.204227
34.809117,29,618.291634
29.872192,28,618.375859
31.441781,30,618.466196
23.436583,18,618.520862
64.323028,52,618.678384
56.78368,48,618.823696
24.106526,19,618.886171
41.320036,37,619.00281
30.710737,26,619.083934
33.604207,30,619.181515
29.510246,35,619.299951
40.476188,34,619.402107
20.795578,20,619.463366
29.45811,25,619.539377
49.163112,40,619.660333
28.255201,26,619.739602
38.542442,34,619.845541
29.048332,23,619.937049
35.564355,31,620.042298
38.895721,33,620.145739
30.233084,29,620.240044
24.360296,20,620.301491
35.828579,36,620.411725
23.797831,17,620.463543
29.192508,26,620.542423
27.931671,24,620.614417
40.904622,29,620.702115
29.419475,25,620.776787
28.9543,26,620.857925
36.390204,32,620.96323
28.457785,25,621.039279
32.264561,30,621.131338
27.738461,24,621.212456
28.84843,27,621.302211
42.373461,41,621.426584
24.258771,22,621.493137
32.059551,30,621.585084
31.353661,25,621.661502
29.021667,24,621.737149
23.660485,24,621.814825
23.15125,19,621.873951
35.733403,33,621.983762
29.764931,27,622.065377
35.528121,30,622.158037
34.458763,29,622.250271
24.990601,20,622.310664
42.04376,37,622.425009
58.99883,43,622.556369
39.164881,31,622.650716
24.818805,21,622.713716
36.478737,30,622.804276
43.80575,38,622.92047
51.194073,43,623.061027
49.473554,46,623.200054
28.437022,26,623.288309
34.508497,35,623.393612
26.060334,25,623.469183
29.267329,25,623.545693
37.904454,36,623.654845
33.176796,31,623.748772
34.073285,28,623.832532
29.829919,27,623.91412
38.90483,37,624.032887
40.009748,37,624.146821
66.166479,53,624.314017
31.696239,27,624.396868
55.852784,46,624.537026
30.312273,27,624.620613
31.687357,30,624.712101
45.548633,42,624.839288
38.080623,29,624.926668
35.676749,30,625.024296
25.909033,26,625.105629
32.209192,34,625.210954
27.449545,25,625.300955
67.140644,51,625.454827
47.116737,38,625.57069
30.53573,27,625.652117
40.360716,34,625.756614
29.607786,26,625.83439
31.554468,29,625.922248
32.133422,29,626.009014
29.491101,28,626.101168
29.376876,33,626.203185
28.25415,25,626.284934
35.992986,34,626.387817
23.581796,22,626.455201
55.6584,44,626.587054
38.382779,33,626.690169
30.508043,32,626.788192
36.07877,36,626.897186
23.317406,21,626.961031
27.944571,25,627.039315
62.629536,52,627.208633
44.50405,39,627.336032
34.025802,31,627.429574
35.999018,35,627.535972
29.252186,25,627.610629
23.549927,24,627.684192
25.646573,24,627.756673
34.833071,30,627.847576
35.966104,32,627.945221
57.921235,43,628.085841
37.2648,38,628.199699
40.498723,40,628.324442
38.053121,36,628.433616
65.427569,49,628.578771
21.952544,19,628.635412
24.776307,26,628.721172
25.290978,23,628.789987
30.403804,34,628.892173
30.236669,27,628.972887
35.03362,29,629.05894
35.871868,32,629.162084
30.1039,26,629.241543
29.795099,26,629.324572
25.177797,25,629.400392
22.572304,18,629.455132
30.612974,28,629.540178
31.633082,29,629.628959
39.261373,35,629.734534
29.504432,28,629.818055
28.288123,22,629.883804
33.687952,34,629.992272
49.660609,38,630.103742
27.7626,27,630.194106
29.168979,25,630.269061
29.761941,26,630.366763
30.303937,26,630.449215
26.338703,23,630.517832
41.582296,34,630.619275
39.939346,34,630.723619
58.645185,51,630.873268
26.354553,22,630.938165
37.138165,35,631.043114
38.631969,35,631.154079
30.486728,27,631.242737
38.578484,32,631.346082
25.625566,25,631.419357
33.9735,32,631.515594
25.167415,23,631.583629
30.725538,33,631.681854
29.425458,28,631.764766
34.228073,29,631.850809
28.255269,25,631.924884
39.151558,36,632.030017
34.92805,31,632.122425
27.989768,25,632.205823
32.224139,28,632.289863
31.948849,30,632.384173
31.656347,29,632.471112
26.973199,24,632.543673
26.740489,27,632.624967
25.482425,22,632.691558
29.542132,36,632.79952
33.018522,28,632.883122
39.121378,32,632.993106
25.502803,23,633.079016
26.392246,23,633.149735
32.272372,33,633.25621
22.555877,24,633.334404
27.086834,23,633.410959
27.543518,25,633.488031
27.07876,23,633.559036
23.632311,21,633.622989
24.549283,25,633.697102
40.996823,39,633.8141
35.466804,31,633.90809
29.723525,26,633.991513
26.228263,24,634.077221
34.563041,32,634.178712
24.1582,20,634.249154
29.086405,25,634.323833
35.476839,29,634.422461
26.027357,26,634.501076
31.83052,28,634.583464
28.529284,23,634.664625
39.73781,34,634.767985
35.062379,31,634.861259
30.201123,28,634.945869
24.105309,19,635.002874
31.08722,29,635.091463
47.780655,44,635.2326
36.492196,34,635.34006
22.059571,18,635.40252
23.273103,22,635.469028
26.327383,21,635.531043
34.154578,30,635.621441
31.958634,30,635.711122
42.151843,42,635.836568
30.966429,28,635.921374
26.74385,27,636.000554
43.846688,38,636.114237
24.559181,20,636.175239
34.973903,30,636.273111
79.327745,65,636.472364
26.979418,21,636.535106
26.975988,28,636.620543
25.980138,22,636.687799
71.316423,52,636.841776
48.973984,45,636.977908
32.436285,31,637.071675
28.687513,24,637.143784
35.444561,32,637.248578
33.199717,31,637.351102
36.942268,34,637.458203
35.315276,33,637.556745
35.986287,38,637.669171
33.44871,29,637.775879
65.317501,47,637.928077
30.643034,28,638.012214
28.780336,25,638.088474
21.76914,18,638.143038
26.327965,21,638.206095
25.661368,21,638.267652
30.004736,26,638.354149
32.676292,29,638.445387
29.894358,28,638.52884
43.106659,37,638.640949
28.230603,27,638.722641
41.611892,42,638.84932
32.671447,28,638.933262
38.121951,33,639.031304
29.166549,29,639.119133
69.257496,65,639.322762
27.082636,24,639.40069
30.686817,27,639.481411
43.220904,39,639.596954
23.050368,20,639.656925
30.535474,30,639.748605
42.012514,36,639.858017
28.029063,25,639.932206
24.765226,23,640.006549
48.979038,44,640.139197
35.135775,35,640.245109
34.974861,42,640.377224
31.478208,29,640.468812
65.27482,47,640.609179
33.665045,29,640.697469
24.668921,29,640.801569
26.814747,23,640.870846
32.10363,30,640.960278
30.485407,26,641.038327
30.498322,28,641.12172
32.292667,30,641.211627
28.281954,26,641.290218
27.508401,23,641.366165
32.675171,26,641.448182
25.878748,21,641.51154
25.118646,21,641.574796
32.280364,30,641.665073
29.57905,27,641.752017
38.716682,31,641.849053
38.401215,33,641.94628
26.925093,23,642.013516
33.956545,30,642.102683
57.053702,43,642.231019
36.079748,34,642.332968
42.855443,35,642.455614
30.964651,26,642.532712
30.25787,31,642.624729
32.69117,28,642.7093
28.000268,24,642.782198
61.674784,52,642.937317
33.636374,30,643.026853
54.215268,41,643.14878
24.383533,22,643.213977
34.440116,33,643.311449
25.090197,28,643.403283
82.715219,70,643.615352
27.511081,22,643.682381
32.033135,26,643.759756
24.117265,21,643.82322
35.633689,30,643.912808
51.427624,47,644.053309
28.505276,32,644.149045
24.607812,22,644.216588
30.383094,33,644.313913
66.19919,62,644.512402
43.723361,38,644.626019
43.670949,41,644.7495
35.497463,32,644.844842
33.771391,33,644.945082
33.073256,31,645.03857
25.824807,24,645.111039
26.232293,22,645.176793
35.988358,31,645.269279
28.742702,27,645.349881
39.397234,42,645.488544
29.25728,28,645.572029
39.237199,35,645.677149
32.389907,36,645.785482
30.858083,27,645.867837
29.491081,23,645.936738
33.4773,29,646.023716
33.631834,29,646.111935
38.587639,35,646.217561
22.55645,21,646.280132
27.620273,24,646.351967
29.647144,25,646.427491
31.131257,26,646.518164
81.03035,67,646.718135
21.590684,21,646.779969
30.594605,30,646.870206
25.194414,21,646.933306
29.252778,27,647.014204
39.471359,36,647.122188
46.591091,40,647.243018
32.016459,27,647.328773
61.812745,63,647.528632
40.828858,43,647.657143
28.855616,26,647.736099
23.15028,21,647.799143
34.551413,32,647.894444
33.514842,31,647.987134
27.286879,25,648.062539
36.926922,32,648.157324
42.367333,35,648.264527
30.107331,26,648.341974
41.277719,38,648.454203
31.799542,27,648.546545
24.56175,23,648.615606
32.135248,30,648.706219
32.609061,28,648.791475
33.810855,31,648.884142
28.450448,24,648.954571
28.424685,27,649.036352
25.932767,22,649.102317
39.217921,42,649.226806
37.799233,37,649.337354
28.039347,25,649.413132
32.991825,38,649.535318
47.513245,41,649.662125
28.56921,23,649.731819
38.327272,34,649.832739
47.438231,36,649.939954
36.576102,32,650.037089
37.018327,39,650.153743
29.471576,24,650.225945
33.032526,29,650.312943
21.916785,16,650.361805
35.505355,30,650.452121
32.114836,29,650.54753
24.211009,26,650.62825
32.605712,30,650.720367
28.144164,27,650.800434
29.073116,24,650.874072
25.660428,25,650.950201
26.722241,27,651.030618
41.457278,38,651.161799
34.500892,33,651.261235
28.55764,22,651.326088
42.524879,38,651.440132
34.611496,33,651.541731
30.483926,30,651.643744
27.436541,19,651.70022
34.229107,30,651.789638
26.325674,23,651.858582
27.488256,24,651.931557
19.464988,15,651.978857
28.923948,26,652.068705
64.460849,48,652.215111
36.705202,33,652.313078
28.897986,25,652.388402
31.690861,30,652.477878
30.856377,25,652.557045
25.066605,21,652.628881
32.066148,28,652.713505
37.12624,37,652.822705
35.298896,34,652.924433
31.030109,28,653.008372
23.531705,21,653.07224
32.412522,31,653.164654
31.574001,33,653.263203
36.594198,33,653.362364
23.679967,23,653.431659
30.303143,27,653.514307
27.739721,22,653.58542
32.627758,28,653.678303
35.886102,32,653.774391
64.149189,47,653.915363
30.628131,26,653.992878
29.283462,26,654.072006
30.539735,29,654.158602
31.935025,30,654.248051
28.66455,26,654.325204
34.224044,31,654.416281
24.421623,21,654.478065
31.47298,26,654.554327
53.433218,39,654.685169
35.054909,30,654.77406
30.464799,30,654.86412
52.696482,44,654.996072
28.91605,32,655.102165
29.153929,28,655.184466
24.763362,22,655.250041
25.989143,22,655.316991
26.789956,21,655.37975
37.549064,35,655.485533
61.351062,52,655.645082
36.522669,31,655.745362
35.74446,28,655.82906
29.380272,27,655.909867
23.589834,21,655.973068
29.005174,29,656.059974
31.682082,28,656.144835
30.911341,29,656.233457
33.422166,30,656.322034
27.916586,23,656.389225
48.650369,38,656.503144
25.530798,22,656.569161
44.057723,36,656.69058
26.580194,25,656.76525
46.078829,42,656.889222
30.717021,28,656.972739
36.091157,33,657.078812
36.007691,32,657.176846
31.267051,28,657.261616
41.237996,39,657.379112
22.128222,19,657.436063
49.763755,42,657.561763
33.564372,29,657.654947
32.179932,26,657.740197
27.999245,30,657.830224
32.840179,42,657.956715
32.404122,42,658.08087
44.098914,32,658.176543
30.26367,25,658.251636
28.494994,25,658.326975
23.341757,21,658.390121
28.395169,24,658.463127
43.294641,43,658.589959
37.462694,36,658.703155
26.596464,21,658.773077
50.915318,46,658.910366
26.270297,27,658.989847
29.199162,25,659.066131
27.03183,23,659.134432
50.677955,51,659.285584
27.999085,25,659.359776
29.328318,27,659.440867
62.487254,56,659.610447
40.937025,43,659.751352
24.831637,22,659.816243
30.896587,28,659.898857
31.431388,28,659.984144
27.910745,25,660.059018
25.716311,26,660.135887
33.446374,27,660.218381
35.1589,29,660.304877
32.124896,33,660.402405
27.583095,25,660.478786
35.581805,31,660.571998
30.694023,31,660.671667
70.068959,52,660.833503
51.234144,45,660.967129
26.102808,21,661.032605
27.508545,24,661.11294
26.807836,23,661.180845
35.96148,32,661.276526
28.064363,26,661.354755
28.10396,23,661.423522
29.737527,30,661.527167
26.393522,25,661.603326
39.436792,41,661.736792
48.393442,36,661.855975
25.401371,21,661.919595
42.905744,36,662.027298
46.144905,45,662.160649
24.083569,20,662.220624
31.220241,34,662.323056
31.543544,29,662.419201
38.22608,33,662.517929
40.837643,36,662.624946
34.161149,29,662.71771
30.098285,26,662.801672
33.826878,32,662.897044
22.760001,20,662.95666
51.39233,40,663.084819
32.630813,28,663.187129
34.73707,27,663.267485
36.405628,31,663.361309
27.628613,28,663.445264
36.826839,33,663.545269
29.948725,29,663.631052
28.785,25,663.711343
59.570919,50,663.868886
29.353265,30,663.958392
32.125479,30,664.048787
24.733426,22,664.11448
29.018599,24,664.186238
26.807859,25,664.268914
24.828311,24,664.345879
30.814504,27,664.426821
28.441593,25,664.501838
38.101885,32,664.597196
27.174788,25,664.672263
25.038255,23,664.747239
73.497,55,664.919596
33.537303,31,665.012194
23.965031,20,665.080321
47.823809,43,665.213124
26.86494,27,665.294793
23.998831,22,665.362433
34.659104,32,665.458247
35.797111,36,665.566517
31.936407,28,665.651201
36.535362,37,665.76817
24.306005,20,665.826646
41.743421,40,665.953028
30.761665,26,666.031206
26.173365,23,666.101288
37.279192,35,666.20658
29.480316,27,666.287094
29.542883,27,666.367182
66.681034,47,666.507046
35.424801,34,666.609265
29.735776,28,666.692791
46.151605,43,666.825186
25.025126,22,666.897694
46.679249,44,667.030237
32.257221,33,667.127763
36.670467,31,667.220623
20.52188,16,667.269818
33.736542,28,667.354637
71.644437,57,667.5254
27.137912,23,667.594782
28.263509,28,667.679723
33.349917,29,667.772463
30.055948,30,667.86189
20.868061,18,667.920689
30.078934,26,668.005508
26.392855,29,668.092505
36.016246,32,668.18703
51.04044,49,668.333888
26.877675,24,668.405616
29.886314,29,668.49315
45.778848,48,668.636435
34.995595,38,668.762713
34.965742,34,668.863388
51.369826,47,669.012475
34.797595,32,669.118296
36.702465,34,669.222661
34.626348,29,669.309984
24.004218,25,669.384577
34.089692,29,669.471649
30.2801,29,669.558071
32.592117,28,669.643009
32.583002,28,669.728639
26.827143,27,669.814732
25.040284,31,669.907529
66.678537,55,670.080266
29.19989,26,670.15913
29.500192,23,670.230365
29.32834,25,670.305373
31.397787,29,670.391265
49.726504,39,670.50884
35.393004,32,670.605647
50.683102,43,670.733042
26.026447,23,670.808788
27.377963,25,670.883823
21.931313,15,670.928981
32.554586,30,671.026002
26.919182,24,671.097796
28.764526,27,671.180275
26.372851,23,671.249762
34.993844,35,671.355201
58.362123,49,671.501864
37.93823,34,671.604288
29.005707,27,671.68562
41.212942,43,671.821532
34.749491,31,671.93194
28.09121,24,672.014055
29.135297,28,672.099393
30.779571,28,672.183383
31.288218,29,672.271022
35.480852,32,672.366946
30.773077,29,672.454543
36.350436,27,672.534631
33.382851,32,672.629891
25.809244,25,672.703698
33.856724,30,672.798581
36.284017,32,672.894233
23.365182,22,672.960218
33.101673,32,673.066514
36.367593,31,673.159013
69.23107,55,673.320805
34.944156,33,673.420633
27.194688,22,673.486689
36.576825,34,673.588229
19.465221,14,673.631219
30.416978,26,673.711048
41.873229,45,673.851825
30.32087,26,673.930094
24.390853,19,673.990394
24.026356,30,674.089864
40.457284,34,674.189641
28.597005,25,674.264222
53.609823,42,674.387564
48.306987,46,674.524583
30.453724,26,674.602251
31.052013,26,674.679982
38.5231,33,674.778533
28.430216,25,674.860173
30.458851,29,674.945118
40.83787,35,675.064072
21.213835,15,675.109589
29.480827,29,675.196512
42.287177,39,675.31256
31.323877,29,675.399779
37.355386,34,675.500304
28.503935,30,675.591135
29.480948,28,675.675915
