# {"t_start": 1589491546.9316487, "env_id": "Walker2DBulletEnv-v0"} 
r,l,t
208.475306,228,3185.568381
221.328553,243,3186.311247
253.86758,288,3187.191244
345.736499,387,3188.366342
121.633235,127,3188.746366
194.301928,214,3189.40217
389.901598,441,3190.740884
256.021702,285,3191.613371
69.606869,66,3191.813421
869.354324,1000,3194.919544
858.996865,1000,3197.995561
94.605333,98,3198.294772
409.868319,468,3199.74011
58.478683,67,3199.941285
644.611539,744,3202.223682
101.003034,101,3202.543351
42.339473,34,3202.64788
162.374821,171,3203.169585
205.705171,229,3203.870596
355.056493,404,3212.81971
340.25668,392,3214.013359
63.404339,59,3214.202956
45.663968,41,3214.325326
121.597047,127,3214.71771
850.689229,1000,3217.763704
285.547952,327,3218.767063
86.866968,88,3219.037247
215.365641,238,3219.764228
179.55079,192,3220.350645
50.048266,47,3220.508412
855.279271,1000,3223.57347
382.713218,443,3224.925241
195.277809,218,3225.584027
375.166419,435,3226.89668
59.040695,56,3227.071753
328.180353,369,3228.19099
856.841205,1000,3231.215507
80.940508,75,3231.440116
71.784923,70,3231.656523
61.356479,55,3231.821077
118.016576,127,3232.211484
311.128893,344,3233.254228
862.137743,1000,3236.293068
856.775714,1000,3239.332714
388.109503,438,3240.667322
852.694213,1000,3243.694491
182.006029,198,3244.31001
748.229318,860,3246.95082
530.6668,612,3248.811791
153.001092,161,3249.315416
855.437341,1000,3252.360839
182.987136,200,3252.985087
857.142061,1000,3256.010149
350.70133,401,3257.219464
127.245157,130,3257.616345
57.909501,52,3257.770229
767.934967,894,3260.483387
384.603629,435,3261.825365
120.377851,127,3262.213968
849.500725,1000,3265.241551
154.990903,170,3265.756647
854.831391,1000,3268.786507
79.127456,79,3269.041347
77.397963,73,3269.261781
146.352669,159,3269.73709
855.004254,1000,3272.761213
228.168934,256,3273.545282
325.511664,379,3274.70821
856.182545,1000,3277.790822
404.772551,466,3279.234901
106.291212,109,3279.569457
68.28482,65,3279.765918
338.367944,383,3280.948385
858.0169,987,3284.008279
90.462411,88,3284.289571
223.84701,247,3285.032463
861.735482,1000,3288.065343
173.676368,187,3296.36392
861.040746,1000,3299.405517
124.25588,130,3299.805709
71.412247,68,3300.011427
343.228005,387,3301.19621
77.197937,73,3301.422995
148.052066,205,3302.046431
367.75003,413,3303.318681
59.632816,59,3303.500702
572.60735,657,3305.500268
234.026793,255,3306.275323
118.477715,122,3306.655521
372.946638,422,3307.945663
167.727749,181,3308.495944
195.793112,217,3309.15749
167.155116,182,3309.724883
242.429553,270,3310.539609
426.26409,496,3312.067165
573.005558,657,3314.079353
48.302029,41,3314.201245
166.121196,188,3314.774737
554.160648,635,3316.71168
124.896298,134,3317.13925
201.484715,224,3317.81809
61.168829,57,3317.997333
273.39453,309,3318.958719
60.947891,61,3319.143
195.704364,213,3319.787168
278.493217,310,3320.726052
704.667991,813,3323.208956
859.501502,1000,3326.253908
183.507998,201,3326.865387
408.66996,458,3328.280469
858.506608,1000,3331.343528
687.631771,798,3333.776854
136.057624,146,3334.228423
136.728534,143,3334.658537
43.86336,38,3334.776615
52.041724,46,3334.918303
59.096543,55,3335.084985
89.56015,91,3335.367315
277.674775,315,3336.335384
49.915135,44,3336.467558
122.555674,124,3336.845326
784.591498,910,3339.612508
269.519479,300,3340.53295
222.084487,236,3341.257294
255.310419,284,3342.133259
257.087199,289,3343.012592
379.942865,437,3344.341764
167.042775,179,3344.899548
372.104512,426,3346.207647
158.387374,168,3346.720278
104.739969,104,3347.035834
106.865136,108,3347.358752
860.78164,1000,3350.410501
335.719508,379,3351.569418
159.776237,171,3352.095875
91.1639,90,3352.366306
347.225933,398,3353.585049
166.852045,179,3354.141318
139.289004,145,3354.580823
82.066915,84,3354.844046
182.962493,198,3355.451296
184.832175,197,3356.062604
848.74456,1000,3359.255848
284.067046,322,3360.286542
94.548458,94,3360.578565
832.559872,969,3363.647146
51.827861,46,3363.789058
172.006849,184,3364.390308
205.338616,222,3365.080491
195.034699,224,3365.779605
153.480448,215,3366.44983
563.530069,649,3368.491319
231.780403,255,3369.272061
236.101399,269,3370.088477
65.900992,62,3370.280403
93.262824,91,3370.552129
273.682561,300,3371.47721
236.291962,261,3372.273419
67.219982,58,3372.448125
440.753296,495,3381.685578
858.866525,1000,3384.730623
266.069604,303,3385.67024
859.172643,1000,3388.700284
133.268016,148,3389.145117
848.882349,1000,3392.183307
784.978773,905,3394.940667
103.012908,107,3395.260867
50.942146,46,3395.39835
180.758411,191,3395.981346
710.768794,845,3398.547777
862.239935,1000,3401.591354
303.039915,336,3402.621125
246.137365,277,3403.460024
147.212682,158,3403.948742
59.174889,53,3404.10675
849.553298,1000,3407.16835
867.127432,1000,3410.19192
358.20307,415,3411.453517
78.091642,76,3411.687233
846.695518,978,3414.656624
861.962269,1000,3417.688887
355.895145,408,3418.932502
272.790478,303,3419.854349
82.720858,80,3420.103314
90.467274,92,3420.38504
177.401373,187,3420.951742
542.706707,617,3422.830997
462.876838,524,3424.419566
222.205939,250,3425.181724
599.423979,686,3427.269655
127.481435,137,3427.688204
111.463529,111,3428.025374
66.053736,62,3428.218206
398.908306,458,3429.614265
562.329723,638,3431.584879
57.982262,55,3431.748037
227.225604,251,3432.516376
350.109455,402,3433.732687
83.218404,79,3433.972936
158.890228,170,3434.492533
471.431445,536,3436.128335
148.956606,165,3436.637482
856.675581,1000,3439.705587
236.148275,264,3440.523779
566.681757,655,3442.538612
71.758729,68,3442.743567
851.513355,1000,3445.800863
61.236547,57,3445.972104
159.7128,166,3446.485802
201.858621,214,3447.141004
68.41684,65,3447.335397
283.278568,321,3448.319695
853.087239,1000,3451.348637
285.817387,320,3452.319796
237.695608,268,3453.128302
218.01179,240,3453.902264
92.42697,92,3454.193509
92.341438,90,3454.470791
164.801873,175,3455.013814
719.434974,834,3465.419303
860.254548,1000,3468.470615
859.634217,1000,3471.508476
94.501896,98,3471.801145
856.96405,1000,3474.848473
233.37106,251,3475.61547
561.484077,650,3477.594108
88.703348,87,3477.854388
856.015083,1000,3480.886604
866.648696,1000,3483.957444
145.035182,152,3484.434793
553.348933,630,3486.341159
95.310937,98,3486.649534
81.615925,80,3486.898471
848.798239,1000,3489.953254
628.546684,726,3492.179803
75.265214,70,3492.392199
858.634958,1000,3495.42355
845.127365,1000,3498.491993
157.645646,172,3499.01938
861.698891,1000,3502.068626
852.810842,1000,3505.110677
854.731889,1000,3508.15557
617.459189,723,3510.362249
857.598063,1000,3513.395521
852.609044,1000,3516.485334
763.031276,893,3519.230778
293.820546,333,3520.257411
125.122294,131,3520.658327
194.04315,222,3521.370583
853.423678,1000,3524.460316
856.259182,1000,3527.50691
859.454494,1000,3530.565332
855.58546,1000,3533.606772
857.025234,1000,3536.641768
847.975828,1000,3539.677411
861.064652,1000,3550.406721
844.269136,1000,3553.466915
852.169157,1000,3556.511166
598.245512,671,3558.536821
867.927238,1000,3561.605462
846.349348,1000,3564.691277
64.654949,57,3564.859695
857.281156,1000,3567.88552
40.667493,57,3568.05549
856.849142,1000,3571.115908
857.372137,1000,3574.152799
852.043512,1000,3577.212404
855.669871,1000,3580.266016
859.812388,1000,3583.30938
867.094693,1000,3586.383349
109.939084,113,3586.73411
861.828528,1000,3589.800743
857.644877,1000,3592.839046
858.962538,1000,3595.920845
852.956377,1000,3599.005024
861.518958,1000,3602.108212
857.927826,1000,3605.196135
841.511504,1000,3608.285874
846.58025,1000,3611.336271
843.199731,1000,3614.423012
849.372307,1000,3617.473201
870.174742,1000,3620.512446
853.242049,1000,3623.553475
857.680667,1000,3634.274391
861.035268,1000,3637.310378
866.294713,1000,3640.375749
861.737497,1000,3643.427704
875.444109,1000,3646.463587
76.955665,74,3646.684224
98.289248,97,3646.97944
854.417493,1000,3650.031572
870.693208,1000,3653.091872
695.296818,802,3655.527714
866.367835,1000,3658.566521
884.565297,1000,3661.614488
866.205228,1000,3664.665336
862.789978,1000,3667.733311
856.80978,1000,3670.867345
101.848979,103,3671.190105
863.17486,1000,3674.377573
851.916424,1000,3677.514631
868.01515,1000,3680.617253
91.12676,90,3680.894709
864.234741,1000,3683.96965
122.080303,122,3684.344256
865.842589,1000,3687.384527
860.937128,1000,3690.419037
444.070489,513,3691.990628
854.924278,1000,3695.027302
858.347528,1000,3698.070236
846.197535,1000,3701.124498
854.638676,1000,3704.176413
841.661013,1000,3707.216551
850.154158,1000,3717.944978
868.094572,1000,3720.968049
115.619526,113,3721.321018
871.394209,1000,3724.344394
861.069829,1000,3727.390919
872.977894,1000,3730.434472
416.754244,478,3731.890701
857.455569,1000,3734.934455
869.124253,1000,3737.964964
871.423474,1000,3740.999344
870.327458,1000,3744.059413
855.245189,1000,3747.09162
866.944158,1000,3750.144526
861.607886,1000,3753.18274
869.523294,1000,3756.219949
865.079879,1000,3759.300469
864.525352,1000,3762.433645
869.22509,1000,3765.53442
865.79756,1000,3768.587422
870.923776,1000,3771.609136
865.74412,1000,3774.662218
869.884988,1000,3777.698574
863.038477,1000,3780.736205
867.16834,1000,3783.765542
866.567468,1000,3786.788502
866.74371,1000,3789.802276
861.084519,1000,3792.847029
871.643126,1000,3803.571127
115.327144,121,3803.933618
873.226275,1000,3807.035549
876.230843,1000,3810.123654
858.288339,1000,3813.217908
878.662599,1000,3816.309971
859.255275,1000,3819.406071
37.400808,40,3819.53124
865.330373,1000,3822.619111
874.986296,1000,3825.656758
850.459821,1000,3828.717664
857.662061,1000,3831.758945
879.693262,1000,3834.849261
114.805381,118,3835.205252
847.962316,1000,3838.292078
873.109512,1000,3841.365475
868.339091,1000,3844.450238
882.250198,1000,3847.540509
556.052651,680,3849.612466
870.048638,1000,3852.665942
864.668306,1000,3855.709044
870.072336,1000,3858.746091
862.912164,1000,3861.793139
871.089098,1000,3864.827277
857.312438,1000,3867.871588
858.6428,1000,3870.914475
871.13453,1000,3873.980321
874.210636,1000,3877.025337
849.93715,1000,3887.810462
867.708241,1000,3890.846996
133.255208,148,3891.311246
881.533556,1000,3894.355473
864.93784,1000,3897.406478
869.788505,1000,3900.45965
855.383815,1000,3903.496905
58.203637,78,3903.731543
862.549569,1000,3906.790168
871.786165,1000,3909.832241
857.75069,1000,3912.88823
853.24967,1000,3915.9268
872.213297,1000,3919.038268
113.468784,160,3919.528886
877.466084,1000,3922.626488
876.823841,1000,3925.716235
856.526628,1000,3928.79087
858.262101,1000,3931.842582
869.243937,1000,3934.887961
859.8621,1000,3937.972937
856.183414,1000,3941.020571
872.099781,1000,3944.073838
874.448387,1000,3947.11399
873.621149,1000,3950.160635
871.090061,1000,3953.218349
871.033999,1000,3956.285769
873.978075,1000,3959.319683
129.012883,133,3959.722413
872.778027,1000,3970.482435
880.886903,1000,3973.549558
875.991479,1000,3976.597809
878.987459,1000,3979.732548
657.385916,744,3982.217618
98.857974,97,3982.537591
879.997987,1000,3985.869388
878.259592,1000,3989.170269
871.01184,1000,3992.414923
863.488244,1000,3995.667376
875.935361,1000,3998.914034
872.479439,1000,4002.211552
881.344259,1000,4005.510919
224.892733,258,4006.358407
880.116732,1000,4009.427355
77.766479,74,4009.647478
865.131011,1000,4012.693031
870.830887,1000,4015.72425
888.490331,1000,4018.773808
859.155884,1000,4021.886657
854.919847,1000,4024.983887
859.762256,1000,4028.036057
860.691802,1000,4031.121777
871.934366,1000,4034.161902
865.248768,1000,4037.210436
865.731308,1000,4040.259799
860.167071,1000,4043.309916
861.474054,1000,4046.354354
875.591677,1000,4057.156484
887.674149,1000,4060.206014
125.776112,131,4060.611821
869.47997,1000,4063.695294
90.959237,90,4063.982035
33.748124,75,4064.220447
362.117646,403,4065.485975
78.56067,78,4065.733249
885.842713,1000,4068.870545
882.89924,1000,4071.944128
882.148999,1000,4075.000337
128.012073,141,4075.431504
888.478649,1000,4078.484362
859.113812,1000,4081.576471
873.536059,1000,4084.663751
872.921157,1000,4087.743135
866.698978,1000,4090.80315
880.262606,1000,4093.849719
889.378504,1000,4096.88447
896.352172,1000,4099.942237
877.293965,1000,4103.0146
868.74654,1000,4106.04956
887.627283,1000,4109.137809
875.025304,1000,4112.162597
889.010735,1000,4115.204964
880.751217,1000,4118.238646
885.596016,1000,4121.279536
895.353903,1000,4124.331734
864.291369,1000,4127.402582
577.252809,665,4129.445453
868.578696,1000,4132.503078
888.111423,1000,4143.23551
881.551075,1000,4146.28513
881.424614,1000,4149.321965
726.041272,812,4151.804279
870.121964,1000,4154.871634
882.986521,1000,4157.913351
881.08215,1000,4160.992537
881.839896,1000,4164.078894
865.491416,1000,4167.164487
858.267536,1000,4170.21894
872.290918,1000,4173.257041
877.367243,1000,4176.300135
604.55141,704,4178.438618
870.893878,1000,4181.481785
890.508715,1000,4184.536279
875.851055,1000,4187.583293
882.493371,1000,4190.634457
881.546822,1000,4193.661219
883.162401,1000,4196.679547
877.782629,1000,4199.71867
636.567064,715,4201.892741
893.794377,1000,4204.938491
115.006466,166,4205.439705
854.480959,1000,4208.50162
881.787888,1000,4211.566459
865.525985,1000,4214.629926
889.719372,1000,4225.451449
859.821189,1000,4228.497959
903.965193,1000,4231.533547
893.385203,1000,4234.564909
874.032322,1000,4237.622025
890.142488,1000,4240.686771
864.222503,1000,4243.791597
874.705077,1000,4246.875473
890.269219,1000,4249.952869
377.405858,436,4251.272066
297.108172,320,4252.237415
873.278236,1000,4255.276268
873.328124,1000,4258.31812
54.978952,77,4258.54854
186.565982,209,4259.18981
891.035718,1000,4262.235208
885.758268,1000,4265.287445
889.004145,1000,4268.307545
873.750941,1000,4271.33866
887.906204,1000,4274.379468
895.65455,1000,4277.422794
885.911038,1000,4280.452611
893.355236,1000,4283.514458
861.237478,1000,4286.595467
900.401599,1000,4289.76812
868.487689,1000,4292.938753
892.470361,1000,4296.122692
894.352279,1000,4299.374604
347.262444,371,4300.539953
891.289282,1000,4311.445372
908.710022,1000,4314.569564
896.708262,1000,4317.692542
111.730851,114,4318.052117
859.748746,1000,4321.151772
887.41778,1000,4324.234331
893.010162,1000,4327.315398
860.38017,1000,4330.400327
876.783654,1000,4333.445307
106.9962,111,4333.783326
892.187642,1000,4336.837152
887.948079,1000,4339.899409
902.098306,1000,4342.958481
868.309266,1000,4346.019304
886.592978,1000,4349.06063
863.840152,1000,4352.111522
892.997731,1000,4355.157863
583.089538,647,4357.136384
518.318335,601,4358.979401
885.695672,1000,4362.029496
898.246917,1000,4365.092467
888.279006,1000,4368.137469
873.557198,1000,4371.283729
895.260583,1000,4374.396518
891.705034,1000,4377.426556
880.413154,1000,4380.504375
885.643388,1000,4383.569137
901.867692,1000,4394.33638
93.574225,103,4394.657117
889.000678,1000,4397.709236
900.280342,1000,4400.771927
877.323017,1000,4403.853361
886.440477,1000,4406.927531
854.974083,1000,4410.028343
400.936979,442,4411.364522
898.400442,1000,4414.419517
911.300406,1000,4417.466162
886.98622,1000,4420.517225
693.89945,776,4422.88048
563.159425,648,4424.89148
907.687024,1000,4427.92069
900.711118,1000,4430.962606
902.577304,1000,4434.021154
892.560884,1000,4437.0466
902.541721,1000,4440.092438
673.784766,747,4442.391194
911.780588,1000,4445.510718
857.238728,1000,4448.585799
893.704368,1000,4451.628282
869.565667,1000,4454.713107
865.293275,1000,4457.755354
851.478243,1000,4460.800161
75.079831,79,4461.044414
915.228357,1000,4464.089336
846.8964,981,4467.098373
890.399602,1000,4477.837051
257.134252,268,4478.653172
82.311018,79,4478.889511
903.471691,1000,4481.937774
885.549721,1000,4485.018703
919.84452,1000,4488.092454
912.861779,1000,4491.154419
906.801687,1000,4494.219522
911.551466,1000,4497.310585
85.964386,124,4497.690038
904.529816,1000,4500.736998
55.648425,93,4501.016717
91.004016,83,4501.264891
872.776088,1000,4504.380531
893.70409,1000,4507.456279
899.570317,1000,4510.484021
905.17719,1000,4513.507872
910.620774,1000,4516.55815
900.053612,1000,4519.616536
892.209638,1000,4522.645504
899.842143,1000,4525.6963
88.969165,86,4525.959939
891.271646,1000,4529.008751
866.812415,1000,4532.041226
910.41098,1000,4535.06984
902.4922,1000,4538.133564
900.37498,1000,4541.175235
616.445637,697,4543.307847
903.761441,1000,4546.370136
904.748876,1000,4549.425359
593.283928,681,4551.500483
898.027937,1000,4562.345643
898.635073,1000,4565.490577
903.935534,1000,4568.555389
860.711764,1000,4571.657842
916.778776,1000,4574.712802
898.779687,1000,4577.744024
242.252273,265,4578.5474
865.801742,1000,4581.592361
93.048059,92,4581.874448
914.983859,1000,4584.923863
75.020027,69,4585.129457
125.560792,127,4585.507922
865.208997,1000,4588.547151
850.504714,926,4591.367661
871.512798,1000,4594.407465
600.844022,656,4596.407802
901.886303,1000,4599.487448
890.575067,1000,4602.651268
97.836919,133,4603.07965
920.412083,1000,4606.217394
915.722384,1000,4609.372086
901.220105,1000,4612.436485
910.711627,1000,4615.477407
107.509457,107,4615.794561
910.965543,1000,4618.828236
917.159874,1000,4621.90503
901.33732,1000,4625.023738
544.562636,580,4626.795025
240.696422,261,4627.598058
868.654395,1000,4630.643634
890.738706,1000,4633.680241
913.615695,1000,4636.745595
919.963963,1000,4647.67634
86.786348,78,4647.918441
901.597571,1000,4651.001291
913.658635,1000,4654.054988
915.168393,1000,4657.11993
932.109724,1000,4660.186517
907.504903,1000,4663.222453
871.586139,1000,4666.295249
112.63559,114,4666.641115
911.759105,1000,4669.709543
916.457661,1000,4672.756363
903.445349,1000,4675.85288
923.201836,1000,4678.984765
184.900871,207,4679.639995
402.615285,459,4681.049866
928.560362,1000,4684.124215
870.477052,1000,4687.245536
925.977517,1000,4690.327939
80.851189,75,4690.552899
923.461892,1000,4693.588314
877.926756,1000,4696.634094
915.363108,1000,4699.722832
906.652586,1000,4702.766931
910.531231,1000,4705.829502
719.901289,780,4708.233827
870.328464,1000,4711.412292
922.421741,1000,4714.470825
117.857432,121,4714.834336
802.199522,877,4717.509546
922.512933,1000,4720.583322
514.370553,531,4722.212585
855.502793,928,4733.012531
936.050973,1000,4736.05956
183.745674,207,4736.698486
870.662489,1000,4739.748069
918.913018,1000,4742.822477
929.577983,1000,4745.946358
914.276285,1000,4748.991515
925.436736,1000,4752.074407
340.718064,359,4753.173777
936.539658,1000,4756.221193
918.894727,1000,4759.255465
916.562834,1000,4762.312036
935.43674,1000,4765.339611
891.850884,1000,4768.387175
920.358942,1000,4771.476461
914.851798,1000,4774.534849
934.557296,1000,4777.574455
931.233173,1000,4780.606532
831.679129,896,4783.359975
563.947019,603,4785.195278
912.632158,1000,4788.240789
24.174849,20,4788.301903
867.92408,1000,4791.358118
872.563099,1000,4794.409376
927.096571,1000,4797.447219
420.594536,437,4798.764449
869.569366,1000,4801.811456
83.730666,81,4802.069402
861.10288,1000,4805.22262
890.821313,1000,4816.088537
931.276049,1000,4819.11656
87.415275,84,4819.374846
939.7986,1000,4822.415335
870.358976,1000,4825.498048
939.356857,1000,4828.527597
920.883443,1000,4831.585052
936.660039,1000,4834.625304
924.990385,1000,4837.667276
866.397846,1000,4840.716512
936.123708,1000,4843.752877
665.756528,707,4845.932421
929.684476,1000,4848.965799
867.946443,1000,4852.027847
877.422306,1000,4855.123233
863.237556,1000,4858.184104
920.329368,1000,4861.231295
880.366519,1000,4864.305475
937.77879,1000,4867.418529
88.748209,85,4867.681435
931.863221,1000,4870.722577
852.996527,1000,4873.771248
929.714122,1000,4876.843591
930.277078,1000,4879.917461
882.043416,1000,4882.988453
922.341433,1000,4886.055361
874.486663,1000,4889.160448
876.087456,1000,4900.069216
959.592418,1000,4903.118141
933.79288,1000,4906.15649
936.24201,1000,4909.229573
148.172026,157,4909.733677
933.09574,1000,4912.894619
343.435661,361,4914.028038
877.663569,1000,4917.199169
929.853896,1000,4920.331147
944.485178,1000,4923.36124
940.507652,1000,4926.436052
147.858759,154,4926.944255
901.318864,995,4929.989805
948.255999,1000,4933.043369
215.697416,199,4933.633918
874.573596,1000,4936.679975
944.137904,1000,4939.756264
950.993513,1000,4942.795342
938.949692,1000,4945.835435
37.072727,34,4945.937332
947.129928,1000,4948.966872
446.959874,475,4950.402978
943.669294,1000,4953.440268
936.625656,1000,4956.461085
934.599059,1000,4959.476832
872.705188,1000,4962.509224
935.780596,1000,4965.573237
868.497028,1000,4968.653976
874.946091,1000,4971.749521
937.067172,1000,4974.782515
481.380099,510,4976.337626
942.197839,1000,4987.193114
956.011309,1000,4990.226463
853.845257,896,4992.947006
938.096978,1000,4995.988223
937.951048,1000,4998.99852
939.48447,1000,5002.032957
927.786074,1000,5005.064909
957.048243,1000,5008.092506
875.379191,1000,5011.129245
956.719592,1000,5014.153344
950.600918,1000,5017.18356
938.179914,1000,5020.202225
492.977516,536,5021.825251
945.986339,1000,5024.840548
934.049301,1000,5027.879083
959.593526,1000,5030.911647
957.679075,1000,5033.938532
919.372761,979,5036.885258
952.981184,1000,5039.932796
958.846863,1000,5042.956883
936.325058,1000,5046.039458
739.683703,842,5048.623321
936.232476,1000,5051.703331
953.903292,1000,5054.751311
69.517651,61,5054.934324
936.064083,1000,5057.991523
927.232105,1000,5068.765232
944.838874,1000,5071.817474
942.307027,1000,5074.84868
875.894585,1000,5077.897655
385.959115,401,5079.110982
942.219949,1000,5082.173212
941.874186,989,5085.162974
959.664237,1000,5088.215954
956.166984,1000,5091.243424
922.85951,1000,5094.276922
959.545416,1000,5097.294485
949.889893,1000,5100.322011
937.575781,1000,5103.362349
949.164267,1000,5106.418701
966.949906,1000,5109.469518
937.342923,1000,5112.484613
479.696986,490,5113.991271
869.545259,1000,5117.042008
879.0113,1000,5120.070943
960.102522,1000,5123.077475
873.442744,1000,5126.175174
938.684471,1000,5129.253734
749.441893,790,5131.657274
917.086612,1000,5134.737555
960.387259,1000,5137.764359
939.6052,1000,5140.806803
971.252358,1000,5143.823859
949.303116,1000,5154.565056
974.035913,1000,5157.585899
418.636046,430,5158.890266
473.366972,496,5160.399087
706.357703,748,5162.680565
956.938165,1000,5165.714842
188.868709,206,5166.345293
972.314298,1000,5169.37467
883.204114,1000,5172.408512
952.478466,1000,5175.444605
795.311104,880,5178.097163
883.843148,1000,5181.149008
970.623072,1000,5184.172233
949.576836,1000,5187.188446
946.130664,1000,5190.233899
946.559889,1000,5193.270144
962.517896,1000,5196.301295
871.167564,1000,5199.353002
976.860775,1000,5202.403543
158.517252,172,5202.934283
956.920289,1000,5205.998971
975.810702,1000,5209.080128
955.603259,1000,5212.166014
976.499134,1000,5215.214254
883.079989,1000,5218.266271
873.547209,1000,5221.380919
951.584462,1000,5224.496531
964.70914,1000,5227.635136
966.373213,1000,5238.52632
478.477076,513,5240.07803
974.747447,1000,5243.123941
883.779933,1000,5246.170746
941.198242,957,5249.048358
752.060342,757,5251.332438
1000.167597,1000,5254.359605
992.515218,1000,5257.385487
886.200629,1000,5260.420463
389.097649,383,5261.573517
473.278573,516,5263.150283
983.880213,1000,5266.176321
881.691984,1000,5269.192921
995.883133,1000,5272.207373
209.099376,194,5272.796447
942.508436,1000,5275.835462
817.247565,822,5278.307027
989.07709,1000,5281.321476
235.672222,217,5281.979411
978.684648,998,5284.993019
531.227952,535,5286.671213
244.876005,224,5287.379298
892.838368,1000,5290.532646
520.195829,515,5292.127349
984.606146,1000,5295.180582
970.028462,1000,5298.210222
736.886422,770,5300.540841
784.616408,792,5302.921217
621.664238,636,5304.842149
984.348365,1000,5307.867206
992.6822,1000,5310.89005
984.453612,1000,5321.700867
133.534792,130,5322.119596
972.916092,1000,5325.14521
979.267275,1000,5328.17556
966.225455,1000,5331.192476
227.672656,211,5331.840058
980.530608,1000,5334.887898
972.309409,1000,5337.904223
969.330238,1000,5340.918883
101.907756,169,5341.420304
954.396021,976,5344.374209
714.343736,722,5346.541691
930.056825,1000,5349.587465
993.040174,1000,5352.62452
970.784603,1000,5355.63952
975.352269,1000,5358.684307
972.188627,1000,5361.718017
124.5008,128,5362.110544
924.97087,1000,5365.151164
983.726694,1000,5368.209665
941.997159,1000,5371.279115
982.11474,1000,5374.346695
980.624933,1000,5377.400265
989.550265,1000,5380.432368
399.65954,382,5381.58131
960.259247,1000,5384.629165
969.888176,1000,5387.665714
970.534854,1000,5390.684905
956.796947,1000,5393.725104
1000.456353,1000,5404.563781
919.531974,1000,5407.610163
987.45877,1000,5410.627171
994.872147,1000,5413.654451
960.903249,1000,5416.667439
975.486619,1000,5419.705132
125.41322,113,5420.044586
307.202939,286,5420.911948
430.76893,422,5422.200904
1006.454574,1000,5425.238756
892.927245,1000,5428.276031
983.04148,1000,5431.307025
959.841279,1000,5434.35981
987.304607,1000,5437.40163
679.624663,687,5439.493635
978.357026,1000,5442.529347
568.487854,575,5444.296429
959.143844,1000,5447.356468
995.707163,1000,5450.446514
959.181661,1000,5453.551234
990.332509,1000,5456.640327
398.775687,446,5458.002302
176.724253,183,5458.56938
1006.633956,1000,5461.602354
960.933853,1000,5464.614114
986.10047,1000,5467.648528
125.088307,109,5467.973272
644.340496,700,5470.110664
312.142736,313,5471.053162
971.02758,1000,5474.061991
987.892964,1000,5477.093832
1006.567859,1000,5487.849888
995.903985,1000,5490.875459
991.794933,1000,5493.918814
804.716736,786,5496.296465
1018.414047,1000,5499.331838
1013.87886,1000,5502.368387
1027.049466,1000,5505.393718
1002.223872,1000,5508.436097
1010.603211,1000,5511.479614
1007.9929,1000,5514.495594
1023.272339,1000,5517.515446
992.789358,1000,5520.54858
972.852716,1000,5523.576955
1008.221054,1000,5526.603981
1031.274746,1000,5529.685479
767.556855,760,5532.116159
584.36691,576,5533.940955
1031.648464,1000,5537.131477
1012.358224,1000,5540.287009
1015.021097,1000,5543.373564
1007.690074,1000,5546.398874
135.59717,141,5546.819122
1007.654859,1000,5549.838676
957.413377,1000,5552.869396
1000.669692,1000,5555.87821
984.353901,1000,5558.913407
1014.277614,1000,5561.954347
1024.459831,1000,5572.686831
481.489291,437,5574.014313
1016.491942,1000,5577.041078
1010.033564,1000,5580.086524
428.52829,388,5581.257939
1011.918978,1000,5584.266871
923.546461,1000,5587.308076
1006.675656,1000,5590.341162
951.135657,1000,5593.495006
1028.557878,1000,5596.592012
116.995335,96,5596.880916
1033.250401,1000,5599.938287
986.424934,1000,5602.975082
1037.195624,1000,5606.007497
1009.046095,1000,5609.036911
1027.339588,1000,5612.104929
1034.312571,1000,5615.185652
968.149411,1000,5618.236156
1023.303577,1000,5621.262381
580.02502,532,5622.889348
325.49827,303,5623.805014
1026.123544,1000,5626.825086
485.356365,458,5628.221235
262.949669,250,5628.950648
1041.471615,1000,5631.985458
390.443528,402,5633.228698
994.86917,1000,5636.262113
1026.434288,1000,5639.286095
1005.944914,1000,5642.332297
1018.556097,1000,5645.377859
995.994205,1000,5656.186988
986.708493,956,5659.090102
1006.779687,1000,5662.136593
1026.588128,1000,5665.182106
634.991474,596,5667.004974
774.18384,740,5669.249671
105.274437,102,5669.561644
971.889456,1000,5672.588619
429.933372,408,5673.831504
1038.816142,1000,5676.858131
239.753061,217,5677.522629
163.227219,151,5677.98139
1041.970237,1000,5681.027213
289.268174,271,5681.875115
1034.206649,1000,5684.893531
1041.89046,1000,5687.95334
981.614771,1000,5691.039547
409.286552,380,5692.24155
1011.814116,1000,5695.381
1025.335864,1000,5698.478345
1044.61324,993,5701.495297
832.773328,815,5703.989964
1019.217733,1000,5707.047172
1061.671194,1000,5710.098901
1051.937611,1000,5713.137856
1019.416087,1000,5716.210224
683.696425,637,5718.164221
1036.84312,1000,5721.203353
532.974485,549,5722.871598
425.109749,436,5724.212519
1029.864374,1000,5727.266531
132.790419,119,5727.623576
768.3151,758,5729.99183
1039.546787,1000,5740.785867
1046.008171,1000,5743.871526
1036.050622,1000,5746.92725
1026.526716,1000,5749.996717
1079.205857,1000,5753.064326
746.018893,704,5755.211663
1056.557271,1000,5758.307717
1044.453466,1000,5761.390128
1021.10199,1000,5764.515779
1031.193016,1000,5767.594888
707.952151,665,5769.662962
